指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801140,轻工制造,2023-01-06 00:00:00.0,2410.44,2438.87,2410.38,2418.00,18.84,182.37,0.29,4.5500,31.6600,2.0600,16.22,2.3400,3794.85,25.64,1.38
801140,轻工制造,2023-01-05 00:00:00.0,2405.27,2414.51,2391.88,2410.92,20.45,177.1,0.47,4.9400,31.5800,2.0600,16.15,2.2400,3783.62,25.57,1.38
801140,轻工制造,2023-01-04 00:00:00.0,2341.88,2411.60,2341.88,2399.56,17.74,155.89,2.58,4.2900,31.4300,2.0500,16.07,2.1300,3765.22,25.44,1.39
801140,轻工制造,2023-01-03 00:00:00.0,2328.65,2344.82,2328.62,2339.22,12.84,110.18,0.56,3.1000,30.6400,2.0000,15.67,1.5000,3671.31,24.81,1.43
801140,轻工制造,2022-12-30 00:00:00.0,2310.62,2328.14,2304.88,2326.17,12.85,105.99,1.02,3.1100,30.4900,1.9900,15.55,1.8800,3650.79,24.67,1.44
801140,轻工制造,2022-12-29 00:00:00.0,2318.49,2322.33,2302.29,2302.74,11.91,101.78,-1.05,2.8800,30.1800,1.9700,15.41,1.7700,3614.02,24.42,1.45
801140,轻工制造,2022-12-28 00:00:00.0,2340.84,2340.89,2319.76,2327.29,14.61,123.2,-0.76,3.5300,30.5000,1.9900,15.56,2.0200,3652,24.68,1.43
801140,轻工制造,2022-12-27 00:00:00.0,2322.91,2347.16,2313.87,2345.14,14.3,120.59,1.21,3.4600,30.7100,2.0000,15.73,1.9400,3675.78,24.84,1.43
801140,轻工制造,2022-12-26 00:00:00.0,2313.07,2332.27,2312.16,2317.19,15.05,122.69,0.42,3.6500,30.3300,1.9800,15.55,2.1200,3630.68,24.53,1.44
801140,轻工制造,2022-12-23 00:00:00.0,2317.67,2333.27,2296.82,2307.46,15.41,119.59,-0.54,3.7300,30.2200,1.9700,15.44,2.2000,3615.17,24.43,1.45
801140,轻工制造,2022-12-22 00:00:00.0,2326.51,2355.95,2313.95,2319.97,13.97,115.41,0.07,3.3900,30.3900,1.9800,15.53,1.8600,3634.16,24.56,1.44
801140,轻工制造,2022-12-21 00:00:00.0,2309.84,2332.77,2309.08,2318.44,12.1,100.39,0.18,2.9300,30.3500,1.9800,15.61,1.8700,3631.7,24.54,1.44
801140,轻工制造,2022-12-20 00:00:00.0,2339.78,2340.24,2306.05,2314.31,11.19,102.33,-1.12,2.7100,30.2700,1.9700,15.61,1.7000,3624.12,24.49,1.45
801140,轻工制造,2022-12-19 00:00:00.0,2372.36,2384.72,2334.35,2340.54,12.79,111.57,-1.43,3.1000,30.6300,2.0000,15.78,1.5700,3662.02,24.74,1.43
801140,轻工制造,2022-12-16 00:00:00.0,2370.51,2392.38,2365.69,2374.45,13.59,118.23,-0.20,3.3000,31.0600,2.0300,16.03,1.6600,3715.07,25.1,1.41
801140,轻工制造,2022-12-15 00:00:00.0,2399.74,2410.86,2375.74,2379.10,14.24,118.2,-0.94,3.4600,31.0800,2.0300,16.17,1.6500,3721.32,25.14,1.41
