指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801760,传媒,2023-01-06 00:00:00.0,565.33,565.33,551.09,552.14,33.92,281,-2.46,3.7500,32.5400,1.9700,13.58,3.6000,6117.53,43.7,1.45
801760,传媒,2023-01-05 00:00:00.0,561.48,570.68,561.44,566.04,39.66,347.38,0.92,4.3900,33.3400,2.0200,13.75,4.4000,6265.11,44.75,1.41
801760,传媒,2023-01-04 00:00:00.0,555.89,564.32,554.70,560.89,44.83,374.02,1.10,4.9600,33.0500,2.0000,13.64,5.1200,6210.12,44.36,1.43
801760,传媒,2023-01-03 00:00:00.0,540.71,555.24,540.00,554.78,45.47,361.86,2.77,5.0400,32.6700,1.9800,13.48,4.9200,6137.22,43.84,1.44
801760,传媒,2022-12-30 00:00:00.0,527.30,540.07,527.25,539.82,39.12,298,2.43,4.3300,31.7900,1.9300,13.05,5.2700,5971.49,42.65,1.48
801760,传媒,2022-12-29 00:00:00.0,531.66,536.75,527.02,527.02,30.76,259.26,-0.82,3.4100,31.0400,1.8800,12.67,4.5100,5829.93,41.64,1.52
801760,传媒,2022-12-28 00:00:00.0,529.42,535.00,524.61,531.36,26.57,233.04,0.09,2.9400,31.2900,1.9000,12.89,3.8300,5873.51,41.95,1.42
801760,传媒,2022-12-27 00:00:00.0,532.83,533.15,526.99,530.89,22.81,201.4,0.03,2.5300,31.2600,1.9000,12.88,3.2500,5867.83,41.91,1.42
801760,传媒,2022-12-26 00:00:00.0,529.05,533.82,528.29,530.72,23.82,205.94,0.22,2.6400,31.2500,1.9000,12.91,3.5600,5866.21,41.9,1.42
801760,传媒,2022-12-23 00:00:00.0,517.31,534.22,517.31,529.58,26.84,226.95,1.86,2.9700,31.1900,1.8900,12.80,4.1700,5853.57,41.81,1.42
801760,传媒,2022-12-22 00:00:00.0,519.41,529.91,518.43,519.92,22.61,194.36,0.47,2.5100,30.6200,1.8600,12.55,3.1400,5746.38,41.05,1.45
801760,传媒,2022-12-21 00:00:00.0,514.87,522.08,513.68,517.48,19.27,159.81,0.50,2.1400,30.4300,1.8500,12.55,2.9700,5711.06,40.79,1.46
801760,传媒,2022-12-20 00:00:00.0,525.29,527.49,514.50,514.91,20.29,160.34,-1.61,2.2500,30.2700,1.8400,12.53,2.6700,5682.54,40.59,1.46
801760,传媒,2022-12-19 00:00:00.0,531.88,534.47,521.43,523.35,22.83,180.28,-1.78,2.5400,30.7600,1.8700,12.71,2.5300,5767.94,41.2,1.44
