指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801780,银行,2023-01-06 00:00:00.0,3238.17,3242.81,3207.88,3227.64,18.25,131.82,-0.20,0.6700,5.0400,0.5100,7.43,1.6900,19105.15,454.88,4.79
801780,银行,2023-01-05 00:00:00.0,3251.63,3264.56,3226.53,3234.08,20.4,147.95,-0.12,0.7500,5.0500,0.5100,7.46,1.8700,19143.27,455.79,4.78
801780,银行,2023-01-04 00:00:00.0,3180.44,3244.13,3176.22,3238.10,28.11,201.55,2.03,1.0300,5.0500,0.5100,7.48,2.7600,19167.09,456.36,4.78
801780,银行,2023-01-03 00:00:00.0,3153.66,3181.61,3121.83,3173.73,22.2,159.01,0.49,0.8100,4.9500,0.5000,7.32,2.1600,18786.05,447.29,4.88
801780,银行,2022-12-30 00:00:00.0,3147.19,3171.56,3141.06,3158.22,19.11,119.82,0.60,0.7000,4.9300,0.5000,7.29,2.1200,18694.26,445.1,4.90
801780,银行,2022-12-29 00:00:00.0,3141.52,3143.68,3114.86,3139.41,16.03,105.17,-0.55,0.5900,4.9000,0.5000,7.24,1.8300,18582.9,442.45,4.93
801780,银行,2022-12-28 00:00:00.0,3127.59,3171.70,3126.95,3156.62,17.6,116.44,1.01,0.6400,4.9300,0.5000,7.28,1.9100,18684.78,444.88,4.90
801780,银行,2022-12-27 00:00:00.0,3091.92,3137.95,3091.92,3125.02,16.34,105.26,1.76,0.6000,4.8800,0.5000,7.19,1.7000,18497.74,440.42,4.95
801780,银行,2022-12-26 00:00:00.0,3087.33,3096.51,3070.15,3071.08,13.77,89.53,-0.52,0.5000,4.7900,0.4900,7.06,1.5500,18178.45,432.82,5.04
801780,银行,2022-12-23 00:00:00.0,3085.22,3111.06,3080.92,3087.20,11.36,72.69,-0.40,0.4200,4.8200,0.4900,7.08,1.3400,18273.87,435.09,5.01
801780,银行,2022-12-22 00:00:00.0,3111.42,3125.69,3087.85,3099.47,12.01,78.27,0.39,0.4400,4.8400,0.4900,7.11,1.2600,18346.51,436.82,4.99
801780,银行,2022-12-21 00:00:00.0,3083.79,3101.96,3075.12,3087.45,11.48,74.82,0.52,0.4200,4.8200,0.4900,7.12,1.3900,18275.37,435.13,5.01
801780,银行,2022-12-20 00:00:00.0,3108.45,3122.39,3059.97,3071.57,17.61,122.33,-1.47,0.6500,4.7900,0.4900,7.08,2.0300,18181.36,432.89,5.04
801780,银行,2022-12-19 00:00:00.0,3167.48,3179.00,3106.52,3117.25,18.69,123.13,-1.65,0.6800,4.8600,0.5000,7.18,1.7300,18449.95,439.28,4.96
801780,银行,2022-12-16 00:00:00.0,3124.13,3176.07,3124.13,3169.45,20.07,130.09,1.25,0.7400,4.9500,0.5000,7.31,1.8300,18758.88,446.64,4.88
801780,银行,2022-12-15 00:00:00.0,3158.41,3163.98,3129.94,3130.46,14.56,97.42,-1.22,0.5300,4.8900,0.5000,7.24,1.3600,18528.09,441.14,4.94
801780,银行,2022-12-14 00:00:00.0,3160.60,3179.62,3140.91,3169.03,16.58,115.2,0.42,0.6100,4.9500,0.5000,7.34,1.5300,18756.36,446.58,4.88
801780,银行,2022-12-13 00:00:00.0,3129.42,3164.17,3129.42,3155.71,17.48,112.9,0.82,0.6400,4.9200,0.5000,7.32,1.4800,18677.53,444.7,4.90
801780,银行,2022-12-12 00:00:00.0,3179.13,3179.13,3127.12,3129.95,23.42,152.34,-2.03,0.8600,4.8800,0.5000,7.26,1.8100,18525.07,441.07,4.94
801780,银行,2022-12-09 00:00:00.0,3167.75,3207.14,3160.44,3194.70,29.75,203.41,1.19,1.0900,4.9900,0.5100,7.43,2.1900,18908.28,450.2,4.84
801780,银行,2022-12-08 00:00:00.0,3129.61,3171.26,3129.61,3156.99,21.82,134.62,0.85,0.8000,4.9300,0.5000,7.34,1.6500,18685.1,444.88,4.90
801780,银行,2022-12-07 00:00:00.0,3160.47,3164.89,3128.45,3130.46,23.31,153.33,-1.11,0.8500,4.8900,0.5000,7.27,1.7200,18528.06,441.14,4.94
801780,银行,2022-12-06 00:00:00.0,3158.58,3172.88,3142.85,3165.56,24.12,154.68,-0.19,0.8800,4.9400,0.5000,7.37,1.6600,18735.69,446.09,4.89
801780,银行,2022-12-05 00:00:00.0,3109.52,3174.05,3105.21,3171.46,32.37,221.35,2.88,1.1900,4.9500,0.5000,7.39,2.2400,18770.61,446.92,4.88
801780,银行,2022-12-02 00:00:00.0,3108.68,3110.12,3060.50,3082.75,20.75,148.69,-0.80,0.7600,4.8100,0.4900,7.18,1.8500,18245.6,434.42,5.03
801780,银行,2022-12-01 00:00:00.0,3165.74,3176.58,3105.17,3107.64,28.81,193.95,-0.55,1.0600,4.8500,0.4900,7.24,1.9600,18392.9,437.93,4.99
801780,银行,2022-11-30 00:00:00.0,3122.43,3163.19,3116.36,3124.74,33.6,231.55,-0.44,1.2300,4.8800,0.5000,7.29,2.6600,18494.13,440.34,4.97
801780,银行,2022-11-29 00:00:00.0,3028.14,3152.03,3028.14,3138.68,50.21,372.25,4.77,1.8400,4.9000,0.5000,7.34,4.1100,18577.66,442.33,4.94
801780,银行,2022-11-28 00:00:00.0,3008.52,3008.52,2966.14,2995.92,28.66,171.99,-1.85,1.0500,4.6800,0.4800,7.00,2.4400,17732.68,422.21,5.18
801780,银行,2022-11-25 00:00:00.0,2981.31,3058.35,2981.31,3052.53,37.65,224.74,2.37,1.4000,4.7600,0.4900,7.14,3.2700,17956.35,427.53,5.11
801780,银行,2022-11-24 00:00:00.0,3002.93,3012.94,2976.20,2981.86,16.08,98.59,-0.18,0.6000,4.6500,0.4700,6.95,1.4300,17545.74,417.76,5.23
801780,银行,2022-11-23 00:00:00.0,2977.62,3022.63,2977.62,2987.25,28.61,166.71,0.32,1.0600,4.6600,0.4800,6.95,2.1800,17577.47,418.51,5.22
