指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801790,非银金融,2023-01-06 00:00:00.0,1510.51,1521.73,1506.42,1512.23,24.47,253.54,0.19,1.3900,15.2300,1.1700,9.85,3.2500,19900.31,226.14,2.88
801790,非银金融,2023-01-05 00:00:00.0,1497.83,1514.59,1497.02,1509.36,32.14,348.7,1.55,1.8300,15.2000,1.1700,9.88,4.4200,19862.52,225.71,2.89
801790,非银金融,2023-01-04 00:00:00.0,1469.35,1486.73,1469.35,1486.35,22.12,243.82,1.16,1.2600,14.9700,1.1500,9.76,3.3300,19559.71,222.27,2.93
801790,非银金融,2023-01-03 00:00:00.0,1459.93,1471.46,1435.81,1469.34,27.61,292.39,-0.26,1.5700,14.7900,1.1400,9.69,3.9800,19335.89,219.73,2.97
801790,非银金融,2022-12-30 00:00:00.0,1461.64,1477.80,1461.63,1473.12,17.6,186.52,1.08,1.0000,14.8300,1.1400,9.66,3.3000,19385.61,220.29,2.96
801790,非银金融,2022-12-29 00:00:00.0,1457.63,1460.70,1443.23,1457.35,18.8,194.26,-0.56,1.0700,14.6700,1.1300,9.58,3.3800,19178.02,217.93,2.99
801790,非银金融,2022-12-28 00:00:00.0,1459.97,1474.18,1459.97,1465.57,16.77,166.02,-0.03,0.9500,14.7200,1.1300,9.57,2.7300,19245.42,221.21,2.98
801790,非银金融,2022-12-27 00:00:00.0,1455.00,1470.08,1450.66,1465.99,18.93,189.86,1.59,1.0800,14.7200,1.1300,9.64,3.0600,19248.58,221.25,2.98
801790,非银金融,2022-12-26 00:00:00.0,1454.91,1456.33,1440.01,1443.03,15.36,150.98,-0.78,0.8700,14.4900,1.1100,9.50,2.6100,18947.04,217.78,3.03
801790,非银金融,2022-12-23 00:00:00.0,1444.52,1463.85,1444.52,1454.44,14.53,136.6,-0.01,0.8300,14.6000,1.1200,9.53,2.5100,19088.87,219.41,2.94
801790,非银金融,2022-12-22 00:00:00.0,1466.26,1472.99,1448.84,1454.53,17.67,170.19,0.17,1.0100,14.6000,1.1200,9.51,2.7500,19090.1,219.43,2.94
801790,非银金融,2022-12-21 00:00:00.0,1453.80,1461.51,1448.20,1452.10,14.65,134.49,0.14,0.8300,14.5800,1.1200,9.57,2.5000,19058.26,219.06,2.95
801790,非银金融,2022-12-20 00:00:00.0,1458.57,1465.10,1443.12,1450.14,18.3,173.92,-0.78,1.0400,14.5600,1.1200,9.58,2.8900,19011.72,218.53,2.96
801790,非银金融,2022-12-19 00:00:00.0,1502.48,1510.05,1454.61,1461.57,26.27,253.47,-2.74,1.5000,14.6700,1.1300,9.59,3.5600,19144.17,220.05,2.94
801790,非银金融,2022-12-16 00:00:00.0,1488.88,1509.06,1488.88,1502.76,20.19,192.47,0.40,1.1500,15.0900,1.1600,9.87,2.7100,19683.73,226.25,2.86
801790,非银金融,2022-12-15 00:00:00.0,1506.03,1510.68,1493.00,1496.74,19.63,180.52,-0.97,1.1200,15.0300,1.1600,9.86,2.5200,19604.85,225.34,2.87
801790,非银金融,2022-12-14 00:00:00.0,1507.06,1518.43,1495.07,1511.35,24.05,212.16,0.55,1.3700,15.1700,1.1700,9.90,2.8200,19796.16,227.54,2.84
801790,非银金融,2022-12-13 00:00:00.0,1500.97,1512.77,1500.34,1503.13,23.23,206.13,0.39,1.3300,15.0900,1.1600,9.89,2.7000,19688.54,226.31,2.86
