指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801960,石油石化,2023-01-06 00:00:00.0,2114.32,2147.01,2114.30,2138.84,10.72,77.73,1.19,1.7700,11.1300,1.2400,10.10,1.0000,4055.68,86.29,4.05
801960,石油石化,2023-01-05 00:00:00.0,2097.40,2114.82,2090.89,2113.64,9.32,65.04,0.68,1.5200,10.9900,1.2300,10.04,0.8200,4027.3,85.69,4.08
801960,石油石化,2023-01-04 00:00:00.0,2103.98,2109.56,2091.79,2099.37,10.49,68.25,-0.36,1.7100,10.9200,1.2200,9.98,0.9300,4000.11,85.11,4.11
801960,石油石化,2023-01-03 00:00:00.0,2093.57,2109.80,2077.14,2106.98,9.6,61.62,0.78,1.5700,10.9600,1.2200,10.02,0.8400,4014.61,85.42,4.09
801960,石油石化,2022-12-30 00:00:00.0,2089.56,2100.24,2087.33,2090.68,7.8,53.06,0.34,1.2800,10.8700,1.2100,9.93,0.9400,3983.56,84.76,4.13
801960,石油石化,2022-12-29 00:00:00.0,2104.22,2104.22,2083.64,2083.64,9.91,62.74,-1.33,1.6200,10.8400,1.2100,9.89,1.0900,3970.14,84.47,4.14
801960,石油石化,2022-12-28 00:00:00.0,2113.89,2114.57,2098.43,2111.75,9.71,58.65,-0.20,1.5900,10.9800,1.2300,9.92,0.9600,4023.7,85.61,4.09
801960,石油石化,2022-12-27 00:00:00.0,2091.28,2118.36,2091.28,2116.03,10.13,64.34,1.65,1.6600,11.0100,1.2300,9.95,1.0400,4031.86,85.78,4.08
801960,石油石化,2022-12-26 00:00:00.0,2071.26,2083.72,2069.25,2081.72,8.98,58.77,0.86,1.4700,10.8300,1.2100,9.86,1.0200,3966.49,84.39,4.14
801960,石油石化,2022-12-23 00:00:00.0,2074.22,2081.39,2057.53,2064.02,8.61,53.66,-0.91,1.4100,10.7400,1.2000,9.61,0.9900,3933.36,83.69,4.18
801960,石油石化,2022-12-22 00:00:00.0,2129.40,2129.95,2077.22,2082.88,9.78,67.07,-1.58,1.6000,10.8400,1.2100,9.72,1.0800,3969.3,84.45,4.14
801960,石油石化,2022-12-21 00:00:00.0,2116.28,2123.31,2102.44,2116.41,8.92,62.41,0.03,1.4600,11.0100,1.2300,9.90,1.1600,4033.2,85.81,4.08
801960,石油石化,2022-12-20 00:00:00.0,2111.19,2130.17,2105.25,2115.79,8.17,51.44,0.21,1.3400,11.0100,1.2300,9.90,0.8600,4031.61,85.78,4.08
801960,石油石化,2022-12-19 00:00:00.0,2170.33,2170.33,2105.84,2111.34,11.7,74.75,-2.95,1.9100,10.9800,1.2300,9.85,1.0500,4023.13,85.6,4.09
801960,石油石化,2022-12-16 00:00:00.0,2164.89,2186.93,2164.89,2175.49,9.74,65.56,0.09,1.5900,11.3200,1.2600,10.10,0.9200,4145.38,88.2,3.97
801960,石油石化,2022-12-15 00:00:00.0,2202.37,2203.17,2167.55,2173.43,10.04,66.76,-1.23,1.6400,11.3100,1.2600,10.25,0.9300,4141.44,88.12,3.97
801960,石油石化,2022-12-14 00:00:00.0,2190.15,2205.94,2183.41,2200.57,11.14,75.76,0.56,1.8200,11.4500,1.2800,10.37,1.0100,4193.15,89.22,3.92
801960,石油石化,2022-12-13 00:00:00.0,2190.75,2197.04,2181.66,2188.25,10.48,66.81,0.23,1.7100,11.3800,1.2700,10.28,0.8800,4169.68,88.72,3.94
801960,石油石化,2022-12-12 00:00:00.0,2226.33,2228.98,2181.75,2183.13,14.05,94.25,-2.05,2.3000,11.3600,1.2700,10.29,1.1200,4159.93,88.51,3.95
801960,石油石化,2022-12-09 00:00:00.0,2227.52,2233.12,2212.72,2228.75,13.39,90.57,0.04,2.1900,11.5900,1.2900,10.44,0.9800,4246.86,90.36,3.87
801960,石油石化,2022-12-08 00:00:00.0,2231.66,2241.56,2220.08,2227.76,12.24,82.77,-0.24,2.0000,11.5900,1.2900,10.50,1.0200,4244.98,90.32,3.87
801960,石油石化,2022-12-07 00:00:00.0,2250.97,2256.09,2226.39,2233.23,15.29,100.73,-1.28,2.5000,11.6200,1.3000,10.56,1.1300,4255.41,90.54,3.86
801960,石油石化,2022-12-06 00:00:00.0,2272.43,2272.43,2247.59,2262.09,17.34,109.09,-0.75,2.8400,11.7700,1.3100,10.64,1.1700,4310.4,91.71,3.81
801960,石油石化,2022-12-05 00:00:00.0,2250.41,2283.26,2250.41,2279.15,17.17,115.19,1.47,2.8100,11.8600,1.3200,10.77,1.1700,4342.9,92.4,3.79
801960,石油石化,2022-12-02 00:00:00.0,2234.55,2249.66,2228.46,2246.21,13.87,97.95,0.78,2.2700,11.6800,1.3000,10.73,1.2200,4280.13,91.07,3.84
801960,石油石化,2022-12-01 00:00:00.0,2235.24,2248.19,2228.86,2228.86,13.48,101.74,0.46,2.2000,11.5900,1.2900,10.58,1.0300,4247.08,90.36,3.87
801960,石油石化,2022-11-30 00:00:00.0,2206.27,2237.16,2206.27,2218.59,15.09,106.39,0.57,2.4700,11.5400,1.2900,10.53,1.2200,4227.5,89.95,3.89
801960,石油石化,2022-11-29 00:00:00.0,2176.37,2209.58,2176.37,2206.05,12.81,92.2,1.59,2.0900,11.4700,1.2800,10.46,1.0200,4203.61,89.44,3.91
801960,石油石化,2022-11-28 00:00:00.0,2177.49,2181.61,2146.95,2171.54,13.99,99.35,-1.57,2.2900,11.2900,1.2600,10.34,1.4100,4137.85,88.04,3.97
