指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801750,计算机,2023-01-06 00:00:00.0,4101.02,4102.91,4065.56,4073.10,36.62,511.45,-0.85,3.1600,50.8000,3.2500,19.91,6.5600,15891.58,59.3,0.61
801750,计算机,2023-01-05 00:00:00.0,4091.40,4113.22,4073.91,4107.83,38.67,559.75,0.51,3.3400,51.2400,3.2800,20.02,7.0900,16025,59.79,0.61
801750,计算机,2023-01-04 00:00:00.0,4075.56,4090.07,4047.52,4087.09,44.96,595.1,0.75,3.8800,50.9600,3.2600,19.95,8.1400,15941.3,59.48,0.61
801750,计算机,2023-01-03 00:00:00.0,3876.49,4060.97,3876.45,4056.80,44.4,594.46,4.73,3.8300,50.5700,3.2300,19.77,8.0900,15823.16,59.04,0.62
801750,计算机,2022-12-30 00:00:00.0,3848.28,3896.59,3845.49,3873.45,24.33,310.11,1.06,2.1000,48.3000,3.0900,18.68,5.4900,15106.75,56.37,0.65
801750,计算机,2022-12-29 00:00:00.0,3783.50,3872.43,3783.50,3832.96,25.58,335.59,1.03,2.2100,47.8000,3.0600,18.47,5.8400,14948.58,55.78,0.65
801750,计算机,2022-12-28 00:00:00.0,3843.88,3844.29,3782.96,3793.92,24.23,302.06,-1.49,2.0900,47.3200,3.0200,18.32,4.9600,14796.33,55.21,0.66
801750,计算机,2022-12-27 00:00:00.0,3871.90,3871.90,3826.78,3851.24,23.49,295.82,-0.28,2.0300,48.0200,3.0700,18.68,4.7700,15017.77,56.04,0.65
801750,计算机,2022-12-26 00:00:00.0,3820.15,3867.15,3820.15,3862.12,22.29,288.74,1.12,1.9700,48.7000,3.0600,18.81,4.9900,14812.08,55.48,0.66
801750,计算机,2022-12-23 00:00:00.0,3743.94,3847.63,3743.94,3819.49,25.1,311.6,1.69,2.2200,48.1700,3.0300,18.47,5.7200,14647.71,54.86,0.67
801750,计算机,2022-12-22 00:00:00.0,3784.07,3819.02,3746.54,3756.13,23.11,276.46,-0.13,2.0300,47.4300,2.9800,18.16,4.4600,14424.14,53.82,0.68
801750,计算机,2022-12-21 00:00:00.0,3789.59,3810.30,3744.60,3760.92,22.18,267.87,-0.82,1.9500,47.4600,2.9800,18.33,4.9800,14440.62,53.88,0.68
801750,计算机,2022-12-20 00:00:00.0,3892.20,3907.94,3776.54,3791.97,27.86,363.13,-2.01,2.4500,47.8400,3.0000,18.59,6.0400,14558.94,54.32,0.67
801750,计算机,2022-12-19 00:00:00.0,3939.93,3948.18,3848.49,3869.61,26.98,326.42,-1.63,2.3700,48.8400,3.0700,18.86,4.5900,14856.92,55.44,0.66
801750,计算机,2022-12-16 00:00:00.0,3982.88,4008.03,3925.14,3933.82,31.13,380.55,-1.98,2.7400,49.6400,3.1200,19.20,5.3600,15102.21,56.35,0.65
801750,计算机,2022-12-15 00:00:00.0,3967.54,4032.47,3959.31,4013.08,32.46,427.97,1.02,2.8500,50.6200,3.1800,19.68,5.9700,15405.17,57.48,0.63
801750,计算机,2022-12-14 00:00:00.0,3959.32,4012.45,3957.13,3972.42,30.18,386.97,0.39,2.6500,50.1100,3.1500,19.44,5.1400,15237.35,56.86,0.64
801750,计算机,2022-12-13 00:00:00.0,4057.23,4070.21,3955.76,3956.92,35.69,443.4,-2.41,3.1400,49.9100,3.1300,19.38,5.8200,15177.27,56.63,0.64
801750,计算机,2022-12-12 00:00:00.0,3996.59,4070.13,3996.59,4054.50,34.34,446.2,1.45,3.0200,51.1300,3.2100,19.93,5.2900,15545.9,58.01,0.63
801750,计算机,2022-12-09 00:00:00.0,4009.66,4012.51,3970.75,3996.42,32.23,417.71,-0.38,2.8400,50.4000,3.1700,19.63,4.5000,15322.45,57.17,0.64
801750,计算机,2022-12-08 00:00:00.0,4070.35,4070.48,4006.93,4011.66,35.85,445.03,-1.57,3.1500,50.6400,3.1800,19.77,5.4700,15378.35,57.38,0.64
