指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801770,通信,2023-01-06 00:00:00.0,1938.57,1943.19,1926.19,1931.20,18.69,157.03,-0.54,2.9000,25.3200,1.8800,16.91,2.0100,6104.7,57.05,1.21
801770,通信,2023-01-05 00:00:00.0,1934.09,1946.58,1932.00,1941.73,21.59,177.39,0.40,3.3500,25.7500,1.9000,16.89,2.2500,6073.83,56.76,1.21
801770,通信,2023-01-04 00:00:00.0,1927.24,1937.79,1924.03,1934.01,25.24,204.53,0.66,3.9200,25.6500,1.8900,16.84,2.8000,6049.41,56.54,1.22
801770,通信,2023-01-03 00:00:00.0,1838.48,1925.48,1838.41,1921.38,25.11,207,4.52,3.9000,25.4800,1.8800,16.72,2.8200,6009.88,56.17,1.23
801770,通信,2022-12-30 00:00:00.0,1834.35,1845.42,1831.65,1838.28,10.76,103.34,0.55,1.6700,24.3800,1.8000,16.06,1.8300,5748.8,53.73,1.28
801770,通信,2022-12-29 00:00:00.0,1825.94,1839.48,1824.64,1828.21,11.47,100.79,-0.25,1.7800,24.2400,1.7900,15.97,1.7500,5717.31,53.43,1.29
801770,通信,2022-12-28 00:00:00.0,1854.15,1854.31,1831.01,1832.85,15.25,123.88,-1.49,2.3700,24.3100,1.7900,15.99,2.0400,5733.65,53.59,1.28
801770,通信,2022-12-27 00:00:00.0,1846.10,1862.52,1838.59,1860.52,12.75,114.03,1.00,1.9800,24.6800,1.8200,16.24,1.8400,5820.21,54.39,1.27
801770,通信,2022-12-26 00:00:00.0,1812.00,1843.03,1811.87,1842.17,13.86,111.97,1.43,2.1500,24.4400,1.8000,16.12,1.9400,5770.42,53.93,1.28
801770,通信,2022-12-23 00:00:00.0,1789.35,1821.75,1789.35,1816.26,16.59,121.23,0.88,2.5800,24.1000,1.7800,15.82,2.2300,5689.22,53.17,1.29
