ָ������,ָ������,��������,����ָ��,���ָ��,���ָ��,����ָ��,�ɽ���(�ڹ�),�ɽ���(��Ԫ),�ǵ���(%),������(%),��ӯ��(��),�о���(��),����(Ԫ),�ɽ���ռ��(%),��ͨ��ֵ(��Ԫ),ƽ����ͨ��ֵ(��Ԫ),��Ϣ��(%)
801950,ú̿,2016-05-03 00:00:00.0,1577.56,1606.84,1559.93,1605.94,0.19,6.53,2.75,1.5100,81.1800,5.9400,35.30,0.1200,443.68,221.84,0.33
801950,ú̿,2016-04-29 00:00:00.0,1560.86,1577.30,1552.84,1562.95,0.12,3.96,-0.48,0.9300,101.7300,5.7800,34.36,0.1100,431.81,215.9,0.33
801950,ú̿,2016-04-28 00:00:00.0,1584.48,1591.22,1547.23,1570.47,0.15,5.11,-0.75,1.2100,102.2200,5.7700,34.51,0.1200,433.89,216.94,0.33
801950,ú̿,2016-04-27 00:00:00.0,1611.39,1612.54,1575.94,1582.38,0.14,5,-1.61,1.1600,102.9900,5.8100,34.79,0.1200,437.18,218.59,0.33
801950,ú̿,2016-04-25 00:00:00.0,1598.07,1640.50,1581.31,1614.34,0.32,11.64,1.69,2.5900,105.0700,5.9500,35.48,0.3000,446.01,223,0.32
801950,ú̿,2016-04-22 00:00:00.0,1567.44,1599.39,1561.74,1587.45,0.19,6.61,1.12,1.5500,103.3200,5.8500,34.94,0.1600,438.58,219.29,0.33
801950,ú̿,2016-04-21 00:00:00.0,1589.90,1600.72,1566.79,1569.91,0.2,7.04,-1.85,1.6200,102.1800,5.9700,34.53,0.1300,433.73,216.87,0.33
801950,ú̿,2016-04-20 00:00:00.0,1649.30,1684.63,1544.34,1599.42,0.39,13.77,-2.90,3.1100,104.1000,6.0800,35.19,0.1700,441.89,220.94,0.33
801950,ú̿,2016-04-15 00:00:00.0,1701.83,1715.32,1679.56,1689.57,0.22,8.24,-0.44,1.7700,109.9700,6.4200,37.16,0.1400,466.79,233.4,0.31
801950,ú̿,2016-04-14 00:00:00.0,1700.64,1705.14,1680.69,1696.98,0.2,7.49,0.36,1.6200,110.4500,6.4500,37.31,0.1200,468.84,234.42,0.31
801950,ú̿,2016-04-13 00:00:00.0,1671.50,1715.02,1671.50,1690.96,0.36,13.52,1.60,2.9200,110.0600,6.4300,37.17,0.1600,467.17,233.59,0.31
801950,ú̿,2016-04-12 00:00:00.0,1678.08,1683.05,1649.75,1664.40,0.21,7.48,-0.80,1.6600,108.3300,6.3300,36.57,0.1300,459.84,229.92,0.31
801950,ú̿,2016-04-11 00:00:00.0,1664.44,1684.61,1659.47,1677.90,0.23,8.42,1.82,1.8400,109.2100,6.3800,36.90,0.1300,463.57,231.78,0.31
801950,ú̿,2016-04-08 00:00:00.0,1655.73,1679.33,1631.99,1647.89,0.26,9.29,-1.32,2.0700,107.2600,6.2600,36.23,0.1600,455.28,227.64,0.32
801950,ú̿,2016-04-07 00:00:00.0,1726.40,1732.05,1665.35,1669.89,0.31,11.29,-2.97,2.4400,108.6900,6.3500,36.74,0.1600,461.35,230.68,0.31
801950,ú̿,2016-04-06 00:00:00.0,1712.51,1738.22,1698.20,1721.04,0.35,13.06,0.02,2.7900,112.0200,6.5400,37.88,0.1900,475.48,237.74,0.30
801950,ú̿,2016-04-05 00:00:00.0,1678.15,1727.84,1670.76,1720.67,0.31,11.46,2.46,2.4500,111.9900,6.5400,37.86,0.1600,475.38,237.69,0.30
801950,ú̿,2016-04-01 00:00:00.0,1701.92,1712.26,1653.40,1679.39,0.27,10.02,-1.72,2.1800,109.3100,6.3800,36.95,0.1700,463.98,231.99,0.31
801950,ú̿,2016-03-31 00:00:00.0,1722.96,1743.87,1702.78,1708.73,0.35,13.28,-0.60,2.8200,111.2200,6.5000,37.59,0.1900,472.08,236.04,0.31
801950,ú̿,2016-03-30 00:00:00.0,1680.41,1720.77,1664.15,1719.05,0.34,12.42,3.79,2.7100,111.8900,6.5400,37.83,0.2000,474.93,237.47,0.30
801950,ú̿,2016-03-29 00:00:00.0,1690.18,1697.99,1642.73,1656.30,0.29,10.55,-1.78,2.3300,107.8000,6.3000,36.42,0.2000,457.6,228.8,0.32
801950,ú̿,2016-03-28 00:00:00.0,1723.70,1758.19,1675.65,1686.31,0.4,15.04,-0.69,3.2100,109.7600,6.4100,37.12,0.2400,465.89,232.95,0.31
801950,ú̿,2016-03-25 00:00:00.0,1693.01,1720.07,1681.79,1698.01,0.34,12.71,-0.53,2.7400,110.5200,6.4600,37.36,0.2300,469.12,234.56,0.31
801950,ú̿,2016-03-24 00:00:00.0,1742.22,1791.33,1700.55,1706.98,0.55,20.81,-2.59,4.3700,111.1000,6.4900,37.56,0.2800,471.6,235.8,0.31
801950,ú̿,2016-03-23 00:00:00.0,1723.23,1761.93,1701.56,1752.37,0.58,21.91,1.26,4.6100,114.0600,6.6600,38.52,0.3300,484.14,242.07,0.30
801950,ú̿,2016-03-22 00:00:00.0,1673.96,1789.33,1654.81,1730.52,0.84,31.33,2.79,6.7300,112.6300,6.5800,38.09,0.4100,478.1,239.05,0.30
801950,ú̿,2016-03-21 00:00:00.0,1660.23,1692.36,1635.13,1683.59,0.55,19.7,2.91,4.3700,109.5800,6.4000,36.96,0.2200,465.14,232.57,0.31
801950,ú̿,2016-03-18 00:00:00.0,1589.96,1659.03,1582.10,1636.03,0.57,20.05,3.63,4.5500,106.4800,6.2200,35.89,0.2500,452,226,0.32
801950,ú̿,2016-03-17 00:00:00.0,1530.17,1597.08,1523.96,1578.64,0.39,13.24,3.88,3.0800,102.7500,6.0000,34.61,0.2300,436.14,218.07,0.33
801950,ú̿,2016-03-16 00:00:00.0,1551.47,1556.56,1510.28,1519.74,0.18,6.18,-1.62,1.4700,98.9100,5.7800,33.34,0.1500,419.87,209.93,0.34
801950,ú̿,2016-03-15 00:00:00.0,1567.68,1574.47,1536.14,1544.69,0.22,7.5,-1.77,1.7700,100.5500,5.8700,33.87,0.1800,425.94,212.97,0.34
801950,ú̿,2016-03-14 00:00:00.0,1551.30,1590.41,1542.80,1572.56,0.3,10.11,3.00,2.3700,102.3600,5.9800,34.47,0.2000,433.62,216.81,0.33
801950,ú̿,2016-03-11 00:00:00.0,1522.30,1541.36,1504.88,1526.77,0.2,6.7,0.23,1.6000,99.3800,5.8600,33.47,0.2200,421,210.5,0.34
801950,ú̿,2016-03-10 00:00:00.0,1563.65,1581.53,1518.39,1523.24,0.24,8.33,-3.02,1.9600,99.1500,5.8500,33.39,0.2400,420.02,210.01,0.34
801950,ú̿,2016-03-09 00:00:00.0,1548.27,1633.79,1536.78,1570.61,0.33,11.42,-1.32,2.6200,102.2400,6.0300,34.41,0.2700,433.09,216.54,0.33
801950,ú̿,2016-03-08 00:00:00.0,1610.87,1610.87,1529.54,1591.64,0.29,10.08,-1.77,2.3400,103.6100,6.1100,34.84,0.1900,438.88,219.44,0.33
801950,ú̿,2016-03-07 00:00:00.0,1597.59,1637.86,1590.15,1620.32,0.3,10.62,2.15,2.3800,105.4700,6.2200,35.45,0.2200,446.79,223.4,0.32
801950,ú̿,2016-03-04 00:00:00.0,1632.13,1667.53,1557.51,1586.22,0.44,15.55,-2.70,3.5000,103.2500,6.0900,34.68,0.2400,437.39,218.7,0.33
801950,ú̿,2016-03-03 00:00:00.0,1668.79,1703.08,1618.68,1630.20,0.55,20.36,0.89,4.3800,106.1200,6.2600,35.66,0.3100,449.52,224.76,0.32
801950,ú̿,2016-03-02 00:00:00.0,1526.74,1623.80,1523.88,1615.82,0.43,14.9,5.88,3.4300,105.1800,6.2000,35.37,0.2400,445.55,222.78,0.32
801950,ú̿,2016-03-01 00:00:00.0,1478.89,1537.11,1455.81,1526.12,0.37,12.42,4.08,2.9900,99.3400,5.8600,33.42,0.2700,420.82,210.41,0.34
801950,ú̿,2016-02-29 00:00:00.0,1528.56,1535.69,1409.32,1466.27,0.36,11.33,-4.65,2.8800,95.4400,5.6300,32.13,0.2500,404.32,202.16,0.36
801950,ú̿,2016-02-26 00:00:00.0,1533.25,1562.56,1481.46,1537.83,0.34,11.62,1.75,2.7300,100.1000,5.9000,33.73,0.2400,424.05,212.02,0.34
801950,ú̿,2016-02-25 00:00:00.0,1677.79,1682.25,1509.93,1511.42,0.44,15.45,-9.91,3.5500,98.3800,5.8000,33.20,0.2300,416.76,208.38,0.35
801950,ú̿,2016-02-24 00:00:00.0,1658.54,1686.38,1637.34,1677.69,0.32,11.55,0.86,2.5400,109.2100,6.4400,36.85,0.2000,462.61,231.31,0.31
801950,ú̿,2016-02-23 00:00:00.0,1689.93,1698.92,1638.60,1663.34,0.27,9.92,-1.32,2.1700,108.2700,6.3800,36.55,0.1700,458.66,229.33,0.31
801950,ú̿,2016-02-22 00:00:00.0,1699.38,1703.41,1671.21,1685.55,0.29,10.87,1.01,2.3600,109.7200,6.4700,37.02,0.1800,464.78,232.39,0.31
801950,ú̿,2016-02-19 00:00:00.0,1650.20,1685.83,1631.45,1668.64,0.32,11.69,1.00,2.5700,108.6200,6.4000,36.65,0.2400,460.12,230.06,0.31
801950,ú̿,2016-02-18 00:00:00.0,1704.48,1706.52,1646.48,1652.11,0.36,13.21,-2.17,2.9200,107.5400,6.3400,36.30,0.2200,455.56,227.78,0.32
801950,ú̿,2016-02-17 00:00:00.0,1659.46,1743.64,1652.63,1688.75,0.56,20.69,2.69,4.4700,109.9300,6.4800,37.11,0.3600,465.66,232.83,0.31
801950,ú̿,2016-02-16 00:00:00.0,1596.34,1657.95,1593.89,1644.54,0.42,14.87,3.65,3.3500,107.0500,6.3100,36.14,0.3000,453.47,226.74,0.32
801950,ú̿,2016-02-15 00:00:00.0,1512.60,1594.02,1499.34,1586.67,0.33,11.12,1.12,2.6300,103.2800,6.0900,34.88,0.3400,437.51,218.76,0.33
801950,ú̿,2016-02-05 00:00:00.0,1573.18,1609.44,1562.43,1569.14,0.33,11.49,-0.09,2.6700,102.1400,6.0200,34.46,0.3200,432.68,216.34,0.33
801950,ú̿,2016-02-04 00:00:00.0,1543.45,1590.21,1529.73,1570.53,0.39,13.27,3.22,3.1100,102.2300,6.0300,34.48,0.3000,433.06,216.53,0.33
801950,ú̿,2016-02-03 00:00:00.0,1482.37,1542.22,1473.57,1521.56,0.32,10.43,0.37,2.5300,99.0400,5.8400,33.41,0.2800,419.56,209.78,0.34
801950,ú̿,2016-02-02 00:00:00.0,1478.97,1540.18,1459.56,1516.00,0.38,12.74,4.17,3.0700,98.6800,5.8200,33.27,0.3200,418.03,209.01,0.35
801950,ú̿,2016-02-01 00:00:00.0,1500.34,1513.90,1431.31,1455.37,0.32,10.34,-3.35,2.5400,94.7400,5.5900,31.94,0.2800,401.31,200.66,0.36
801950,ú̿,2016-01-29 00:00:00.0,1470.07,1558.74,1404.44,1505.77,0.46,15.41,1.59,3.7000,98.0200,5.7800,33.03,0.3600,415.21,207.6,0.35
801950,ú̿,2016-01-28 00:00:00.0,1568.40,1603.87,1472.98,1482.23,0.45,15.59,-8.72,3.5800,96.4800,5.6900,32.45,0.3900,408.72,204.36,0.35
801950,ú̿,2016-01-27 00:00:00.0,1542.85,1648.21,1405.72,1623.78,0.62,20.84,5.84,4.9500,105.7000,6.2300,35.53,0.4100,447.75,223.87,0.32
801950,ú̿,2016-01-26 00:00:00.0,1634.82,1719.97,1518.22,1534.15,0.49,17.3,-8.02,3.9500,99.8600,5.8900,33.69,0.3300,423.03,211.52,0.34
801950,ú̿,2016-01-25 00:00:00.0,1676.27,1692.46,1645.74,1667.94,0.26,9.65,0.71,2.1200,108.5700,6.4000,36.53,0.2300,459.92,229.96,0.31
801950,ú̿,2016-01-22 00:00:00.0,1636.70,1694.39,1572.67,1656.22,0.35,12.62,3.06,2.8000,107.8100,6.3600,36.25,0.2800,456.69,228.35,0.32
801950,ú̿,2016-01-21 00:00:00.0,1677.25,1745.55,1603.34,1607.03,0.42,15.81,-6.27,3.4100,104.6100,6.1700,35.22,0.3000,443.13,221.56,0.33
801950,ú̿,2016-01-20 00:00:00.0,1711.41,1793.84,1675.22,1714.45,0.53,20.45,-0.49,4.2600,111.6000,6.5800,37.55,0.3400,472.75,236.38,
801950,ú̿,2016-01-19 00:00:00.0,1619.70,1768.96,1589.43,1722.86,0.56,20.69,5.66,4.5000,112.1500,6.6100,37.83,0.3600,475.07,237.53,0.30
801950,ú̿,2016-01-18 00:00:00.0,1536.53,1649.72,1533.47,1630.56,0.43,15.17,2.70,3.4500,106.1400,6.2600,35.84,0.3200,449.66,224.83,0.32
801950,ú̿,2016-01-15 00:00:00.0,1564.81,1668.48,1533.63,1587.62,0.7,24.99,1.31,5.6000,103.4000,6.1000,34.92,0.4700,440.47,220.23,0.33
801950,ú̿,2016-01-14 00:00:00.0,1375.46,1567.69,1366.83,1567.07,0.5,16.29,9.91,3.9900,102.0600,6.0200,34.53,0.3000,434.77,217.38,0.33
801950,ú̿,2016-01-13 00:00:00.0,1542.26,1553.41,1419.77,1425.82,0.29,9.55,-6.81,2.3100,92.8600,5.4800,31.43,0.1800,395.58,197.79,0.37
801950,ú̿,2016-01-12 00:00:00.0,1530.08,1560.19,1470.90,1529.96,0.34,11.38,-0.08,2.7200,99.6400,5.8800,33.73,0.2100,424.47,212.24,0.34
801950,ú̿,2016-01-11 00:00:00.0,1632.75,1671.62,1529.67,1531.15,0.46,16.2,-9.91,3.7000,99.7200,5.8800,33.76,0.2500,424.8,212.4,0.34
801950,ú̿,2016-01-08 00:00:00.0,1753.79,1805.29,1605.30,1699.51,0.56,20.99,-1.16,4.4600,110.6800,6.5300,37.48,0.2800,471.51,235.76,0.31
801950,ú̿,2016-01-07 00:00:00.0,1859.39,1871.74,1715.54,1719.45,0.11,4.51,-9.79,0.9200,111.9800,6.6100,37.95,0.2400,477.04,238.52,0.30
801950,ú̿,2016-01-06 00:00:00.0,1880.77,1923.33,1867.19,1906.15,0.42,17.34,1.69,3.3200,124.1400,7.3300,42.05,0.2500,528.84,264.42,0.27
801950,ú̿,2016-01-05 00:00:00.0,1747.12,1911.96,1746.87,1874.44,0.47,19.13,1.69,3.7500,122.0700,7.2000,41.34,0.2400,520.05,260.02,0.28
801950,ú̿,2016-01-04 00:00:00.0,2037.74,2062.30,1837.40,1843.28,0.42,18.38,-7.20,3.3400,120.0500,7.0800,40.61,0.3100,511.4,255.7,0.28
801950,ú̿,2015-12-31 00:00:00.0,2014.06,2030.72,1971.65,1986.21,0.22,9.73,-1.57,1.7600,129.3500,7.6300,43.78,0.1400,551.05,275.53,0.26
801950,ú̿,2015-12-30 00:00:00.0,1968.02,2041.13,1949.76,2017.93,0.35,15.57,2.54,2.8200,131.4200,7.7500,44.45,0.2200,559.86,279.93,0.26
801950,ú̿,2015-12-29 00:00:00.0,1949.67,1980.11,1920.15,1968.02,0.24,10.11,1.11,1.8900,128.1700,7.5600,43.40,0.1500,546.01,273,0.26
801950,ú̿,2015-12-28 00:00:00.0,1999.44,2018.49,1943.01,1946.34,0.28,12.34,-2.60,2.2500,126.7600,7.4800,42.92,0.1400,539.99,270,0.27
801950,ú̿,2015-12-25 00:00:00.0,1983.41,2005.62,1974.36,1998.38,0.18,7.96,0.84,1.4500,130.1500,7.6800,44.05,0.1200,554.43,277.22,0.26
801950,ú̿,2015-12-24 00:00:00.0,2043.51,2049.64,1964.69,1981.76,0.28,12.28,-3.09,2.2300,129.0600,7.6200,43.69,0.1600,549.82,274.91,0.26
801950,ú̿,2015-12-23 00:00:00.0,2073.78,2088.10,2041.70,2044.86,0.31,14.25,-1.36,2.4900,133.1700,7.8600,45.06,0.1400,567.33,283.66,0.25
801950,ú̿,2015-12-22 00:00:00.0,2069.29,2085.62,2044.70,2073.16,0.28,12.68,0.44,2.2400,135.0200,7.9700,45.70,0.1500,575.18,287.59,0.25
801950,ú̿,2015-12-21 00:00:00.0,2056.25,2078.43,2041.61,2063.99,0.29,13.01,0.58,2.3000,134.4200,7.9300,45.49,0.1400,572.63,286.32,0.25
801950,ú̿,2015-12-18 00:00:00.0,2066.71,2082.34,2039.35,2052.10,0.28,12.44,-0.64,2.2000,133.6500,7.8900,45.23,0.1300,569.34,284.67,0.25
801950,ú̿,2015-12-17 00:00:00.0,2067.74,2089.95,2048.61,2065.31,0.34,15.57,1.29,2.7500,134.5100,7.9400,45.52,0.1600,573,286.5,0.25
801950,ú̿,2015-12-16 00:00:00.0,2065.48,2072.68,2031.51,2038.91,0.24,10.95,-0.79,1.9400,132.7900,7.8400,44.91,0.1500,565.68,282.84,0.26
801950,ú̿,2015-12-15 00:00:00.0,2042.41,2091.16,2034.22,2055.13,0.37,16.89,0.45,2.9500,133.8400,7.9000,45.24,0.2400,570.18,285.09,0.25
801950,ú̿,2015-12-14 00:00:00.0,1938.78,2062.20,1932.81,2045.82,0.47,21.04,4.24,3.7700,133.2400,7.8600,45.05,0.3100,567.59,283.8,0.25
801950,ú̿,2015-12-11 00:00:00.0,1942.22,1993.44,1926.64,1962.60,0.31,13.2,1.09,2.4300,127.8200,7.5400,43.26,0.2100,544.5,272.25,0.27
801950,ú̿,2015-12-10 00:00:00.0,1963.65,1991.62,1933.05,1941.44,0.28,11.91,-2.15,2.2000,126.4400,7.4600,42.83,0.1600,538.63,269.32,0.27
801950,ú̿,2015-12-09 00:00:00.0,1936.29,2011.37,1915.44,1984.05,0.41,17.52,1.27,3.2400,129.2100,7.6200,43.78,0.2500,550.46,275.23,0.26
801950,ú̿,2015-12-08 00:00:00.0,2012.19,2012.19,1958.30,1959.16,0.33,14.52,-3.47,2.6600,127.5900,7.5300,43.25,0.1800,543.55,271.78,0.27
801950,ú̿,2015-12-07 00:00:00.0,2015.74,2044.38,1981.00,2029.50,0.33,14.72,0.50,2.6500,132.1700,7.8000,44.78,0.2000,563.07,281.53,0.26
801950,ú̿,2015-12-04 00:00:00.0,2057.75,2068.48,2003.53,2019.49,0.35,15.59,-1.82,2.7600,131.5200,7.7600,44.61,0.1900,560.29,280.14,0.26
801950,ú̿,2015-12-03 00:00:00.0,2013.93,2059.48,2001.64,2056.84,0.37,16.59,2.33,2.9500,133.9500,7.9000,45.42,0.2100,570.65,285.33,0.25
801950,ú̿,2015-12-02 00:00:00.0,2022.43,2034.84,1930.65,2010.03,0.41,17.86,-0.35,3.2500,130.9000,7.7200,44.41,0.2100,557.66,278.83,0.26
801950,ú̿,2015-12-01 00:00:00.0,2041.63,2067.23,1999.03,2017.12,0.42,18.66,-0.96,3.3200,131.3700,7.7500,44.51,0.2200,559.63,279.82,0.26
801950,ú̿,2015-11-30 00:00:00.0,2091.36,2117.19,1917.39,2036.66,0.69,30.52,-2.65,5.4700,132.6400,7.8300,44.94,0.3100,565.05,282.53,0.26
801950,ú̿,2015-11-26 00:00:00.0,2269.86,2337.12,2213.94,2280.40,0.72,35.97,0.14,5.7200,148.5100,8.7600,50.34,0.3300,632.68,316.34,0.23
801950,ú̿,2015-11-25 00:00:00.0,2312.37,2320.63,2259.46,2277.11,0.53,26.75,1.37,4.2300,148.3000,8.7500,50.27,0.2600,631.76,315.88,0.23
801950,ú̿,2015-11-24 00:00:00.0,2282.00,2292.25,2209.74,2246.26,0.54,26.58,-1.63,4.3000,146.2900,8.6300,49.59,0.3100,623.2,311.6,0.23
801950,ú̿,2015-11-23 00:00:00.0,2352.96,2384.11,2267.61,2283.40,0.7,35.88,-2.14,5.5700,148.7100,8.7800,50.41,0.3300,633.51,316.75,0.23
801950,ú̿,2015-11-20 00:00:00.0,2292.08,2386.59,2279.86,2333.35,0.91,47.08,2.21,7.2900,151.9600,8.9700,51.48,0.4400,647.37,323.68,0.22
801950,ú̿,2015-11-19 00:00:00.0,2229.81,2290.09,2222.24,2282.86,0.52,25.98,2.71,4.1700,148.6700,8.7700,50.31,0.3000,633.36,316.68,0.23
801950,ú̿,2015-11-18 00:00:00.0,2303.84,2327.13,2209.24,2222.57,0.67,33.74,-3.91,5.3500,144.7500,8.5400,48.95,0.3600,616.63,308.32,0.23
801950,ú̿,2015-11-17 00:00:00.0,2275.77,2419.98,2239.24,2312.90,1.22,62.69,2.78,9.6900,150.6300,8.8900,50.93,0.4900,641.69,320.85,0.23
801950,ú̿,2015-11-16 00:00:00.0,2186.41,2258.91,2169.61,2250.27,0.59,28.8,0.42,4.6800,146.5500,8.6500,49.61,0.3200,624.32,312.16,0.23
801950,ú̿,2015-11-13 00:00:00.0,2284.63,2312.66,2214.98,2240.77,0.85,42.72,-2.09,6.8000,145.9300,8.6100,49.42,0.3800,621.68,310.84,0.23
801950,ú̿,2015-11-12 00:00:00.0,2278.60,2359.26,2256.30,2288.64,0.88,44.87,0.66,7.0100,149.0500,8.8000,50.60,0.3600,634.96,317.48,0.23
801950,ú̿,2015-11-11 00:00:00.0,2308.05,2309.53,2233.07,2273.71,0.79,39.58,-0.19,6.3100,148.0800,8.7400,50.28,0.3500,630.82,315.41,0.23
801950,ú̿,2015-11-10 00:00:00.0,2287.87,2383.99,2238.87,2278.07,1.23,63.02,-1.06,9.7800,148.3600,8.7500,50.37,0.5000,632.03,316.01,0.23
801950,ú̿,2015-11-09 00:00:00.0,2290.59,2354.87,2239.35,2302.51,0.95,48.39,-0.53,7.5600,149.9500,8.8500,51.00,0.3500,638.81,319.4,0.23
801950,ú̿,2015-11-06 00:00:00.0,2219.87,2342.53,2204.90,2314.86,0.97,48.93,4.06,7.7000,150.7600,8.9000,51.25,0.4200,642.23,321.12,0.22
801950,ú̿,2015-11-05 00:00:00.0,2232.86,2348.78,2171.36,2224.59,1.27,63.39,-0.72,10.1200,144.8800,8.5500,49.20,0.4600,617.19,308.6,0.23
801950,ú̿,2015-11-04 00:00:00.0,2173.86,2246.92,2145.23,2240.75,0.74,35.77,5.10,5.9000,145.9300,8.6100,49.46,0.3600,621.68,310.84,0.23
801950,ú̿,2015-11-03 00:00:00.0,2154.83,2191.10,2067.38,2132.02,0.61,28.58,-0.38,4.8600,138.8500,8.1900,47.00,0.4600,591.51,295.75,0.24
801950,ú̿,2015-11-02 00:00:00.0,2208.49,2243.08,2105.66,2140.06,0.64,30.63,-3.63,5.1000,139.3700,8.2200,47.23,0.4100,593.74,296.87,0.24
801950,ú̿,2015-10-30 00:00:00.0,2205.45,2262.43,2187.18,2220.73,0.61,30.11,0.03,4.8600,144.6300,8.5300,49.11,0.3800,616.12,308.06,0.23
801950,ú̿,2015-10-29 00:00:00.0,2189.89,2296.17,2166.72,2220.16,0.82,40.39,1.86,6.5600,144.5900,8.5700,49.08,0.5400,615.96,307.98,0.23
801950,ú̿,2015-10-28 00:00:00.0,2295.77,2312.01,2166.14,2179.68,1,49.18,-4.78,7.9700,141.9500,8.4200,48.09,0.5400,604.73,302.37,0.24
801950,ú̿,2015-10-27 00:00:00.0,2147.16,2297.06,2071.07,2289.16,1.26,60.06,6.60,10.0700,149.0800,8.9100,50.44,0.6100,635.1,317.55,0.23
801950,ú̿,2015-10-26 00:00:00.0,2145.56,2216.69,2077.67,2147.50,0.91,42.19,0.94,7.2700,139.8600,8.3500,47.20,0.3800,595.8,297.9,0.24
801950,ú̿,2015-10-23 00:00:00.0,2154.63,2204.83,2085.51,2127.55,0.88,41.8,-0.74,6.9700,138.5600,8.2800,46.63,0.4000,590.27,295.13,0.24
801950,ú̿,2015-10-22 00:00:00.0,2000.16,2171.96,1970.26,2143.45,0.89,41.33,6.87,7.0800,139.5900,8.3400,46.92,0.4600,594.68,297.34,0.24
801950,ú̿,2015-10-21 00:00:00.0,2117.79,2169.40,1954.02,2005.59,0.98,44.42,-5.10,7.8000,130.6200,7.8000,43.95,0.3800,556.43,278.22,0.26
801950,ú̿,2015-10-20 00:00:00.0,2050.87,2138.89,2050.87,2113.43,0.71,32.51,2.43,5.6700,137.6400,8.2200,46.48,0.3600,586.35,293.18,0.25
801950,ú̿,2015-10-19 00:00:00.0,2178.08,2180.51,2046.95,2063.31,0.89,41.37,-4.76,7.1300,134.3800,8.0300,45.30,0.4200,572.45,286.22,0.25
801950,ú̿,2015-10-15 00:00:00.0,2032.03,2102.76,1962.82,2101.73,1,45.52,7.66,7.9500,136.8800,8.1800,46.15,0.5500,583.11,291.55,0.25
801950,ú̿,2015-10-14 00:00:00.0,1984.44,1991.22,1948.68,1952.17,0.37,15.47,3.94,2.9600,127.1400,7.5900,42.97,0.2000,541.61,270.81,0.27
801950,ú̿,2015-10-13 00:00:00.0,1809.89,1915.58,1799.73,1878.09,0.41,16.79,1.68,3.2400,122.3100,7.3100,41.58,0.2200,521.06,260.53,0.28
801950,ú̿,2015-10-12 00:00:00.0,1817.90,1954.62,1801.79,1847.06,0.76,31.85,0.00,6.0400,120.2900,7.1900,40.82,0.3400,512.45,256.22,0.28
801950,ú̿,2015-10-09 00:00:00.0,1766.53,1916.61,1753.91,1847.06,0.5,20.21,2.31,3.9500,120.2900,7.1900,40.82,0.3400,512.45,256.22,0.28
801950,ú̿,2015-10-08 00:00:00.0,1749.89,1852.70,1738.08,1805.34,0.43,16.78,3.50,3.4500,117.5700,7.0200,39.80,0.2900,500.88,250.44,0.29
801950,ú̿,2015-09-30 00:00:00.0,1676.73,1804.00,1671.30,1744.31,0.54,20.3,5.59,4.2900,113.6000,6.7900,38.32,0.5500,483.94,241.97,0.30
801950,ú̿,2015-09-29 00:00:00.0,1694.70,1705.60,1644.10,1651.96,0.36,13.14,-4.26,2.8800,107.5900,6.4300,36.30,0.3100,458.32,229.16,0.32
801950,ú̿,2015-09-28 00:00:00.0,1716.48,1751.78,1633.20,1725.50,0.43,15.96,0.53,3.4300,112.3700,6.7100,37.95,0.4000,478.72,239.36,0.30
801950,ú̿,2015-09-25 00:00:00.0,1757.00,1809.68,1691.38,1716.43,0.69,26.27,-3.26,5.4600,111.7800,6.6800,37.79,0.4700,476.21,238.1,0.30
801950,ú̿,2015-09-24 00:00:00.0,1721.27,1803.52,1713.05,1774.36,0.72,28.09,3.73,5.7200,115.5600,6.9000,39.03,0.5100,492.28,246.14,0.29
801950,ú̿,2015-09-23 00:00:00.0,1677.46,1748.13,1660.72,1710.58,0.64,24.2,-0.64,5.1300,111.4000,6.6500,37.70,0.4200,474.58,237.29,0.30
801950,ú̿,2015-09-22 00:00:00.0,1739.31,1787.41,1685.86,1721.59,0.91,34.58,0.61,7.2400,112.1200,6.7000,37.97,0.5100,477.64,238.82,0.30
801950,ú̿,2015-09-21 00:00:00.0,1604.60,1714.43,1592.64,1711.22,0.92,33.66,8.05,7.3300,111.4400,6.6600,37.66,0.5900,474.76,237.38,0.30
801950,ú̿,2015-09-18 00:00:00.0,1603.43,1629.30,1543.54,1583.72,0.55,19.03,-0.18,4.3500,103.1400,6.1600,34.80,0.4000,439.39,219.69,0.33
801950,ú̿,2015-09-17 00:00:00.0,1636.50,1715.98,1579.37,1586.52,1.04,38.23,-2.52,8.3200,103.3200,6.1700,34.85,0.5500,440.17,220.08,0.33
801950,ú̿,2015-09-16 00:00:00.0,1476.74,1632.92,1438.39,1627.49,0.84,28.44,9.65,6.6900,105.9900,6.3300,35.77,0.5000,451.53,225.77,0.32
801950,ú̿,2015-09-15 00:00:00.0,1571.95,1594.25,1471.22,1484.31,0.62,20.76,-9.19,4.9500,96.6700,5.7700,32.61,0.4400,411.81,205.9,0.35
801950,ú̿,2015-09-14 00:00:00.0,1743.09,1770.45,1537.48,1634.52,0.84,30.59,-4.32,6.7000,106.4500,6.3600,35.94,0.4500,453.48,226.74,0.32
801950,ú̿,2015-09-11 00:00:00.0,1710.40,1769.92,1683.54,1708.34,0.62,23.37,-1.44,4.9100,111.2600,6.6500,37.70,0.4500,473.96,236.98,0.30
801950,ú̿,2015-09-10 00:00:00.0,1673.65,1805.21,1647.29,1733.36,1.07,41.24,0.81,8.5000,112.8900,6.7400,38.22,0.6800,480.9,240.45,0.30
