ָ������,ָ������,��������,����ָ��,���ָ��,���ָ��,����ָ��,�ɽ���(�ڹ�),�ɽ���(��Ԫ),�ǵ���(%),������(%),��ӯ��(��),�о���(��),����(Ԫ),�ɽ���ռ��(%),��ͨ��ֵ(��Ԫ),ƽ����ͨ��ֵ(��Ԫ),��Ϣ��(%)
801950,ú̿,2015-09-09 00:00:00.0,1702.46,1797.01,1627.43,1719.49,1.37,51.52,2.28,10.8800,111.9800,6.6900,37.94,0.6100,477.06,238.53,0.30
801950,ú̿,2015-09-08 00:00:00.0,1599.26,1705.16,1485.72,1681.18,0.79,27.32,2.04,6.2800,109.4900,6.5400,37.02,0.5200,466.43,233.21,0.31
801950,ú̿,2015-09-07 00:00:00.0,1795.48,1907.78,1624.76,1647.59,0.81,31.86,-6.83,6.4800,107.3000,6.4100,36.25,0.5300,457.11,228.55,0.32
801950,ú̿,2015-09-01 00:00:00.0,1998.99,2023.32,1879.96,1904.69,1.16,48.63,-8.82,9.2500,123.9700,7.4000,41.95,0.6700,525.92,262.96,0.27
801950,ú̿,2015-08-31 00:00:00.0,2082.87,2125.72,1957.95,2088.86,1.5,67.91,5.38,12.0000,115.5400,8.1100,46.05,0.8500,576.77,288.38,0.25
801950,ú̿,2015-08-28 00:00:00.0,1875.78,1982.30,1845.77,1982.30,0.99,42.74,10.00,7.9300,109.6500,7.7000,43.89,0.4800,547.35,273.67,0.26
801950,ú̿,2015-08-27 00:00:00.0,1725.92,1804.53,1614.18,1802.08,1.2,46.39,7.98,9.6300,99.6800,7.0000,39.90,0.6100,497.58,248.79,0.29
801950,ú̿,2015-08-26 00:00:00.0,1781.29,1907.07,1668.97,1668.97,1.42,55.58,-9.99,11.3500,92.3200,6.4800,37.02,0.6200,460.83,230.42,0.31
801950,ú̿,2015-08-25 00:00:00.0,1854.23,1886.99,1854.23,1854.23,0.38,15.27,-9.99,3.0300,102.5600,7.2600,41.13,0.2400,511.98,255.99,0.28
801950,ú̿,2015-08-24 00:00:00.0,2175.12,2225.51,2060.01,2060.01,0.64,29.37,-9.99,5.1100,113.9500,8.1800,45.70,0.4700,568.8,284.4,0.25
801950,ú̿,2015-08-21 00:00:00.0,2298.58,2466.55,2194.88,2288.76,0.93,48.16,-1.35,7.4300,126.6000,9.0800,50.77,0.5500,631.97,315.98,0.23
801950,ú̿,2015-08-20 00:00:00.0,2499.33,2527.15,2307.91,2320.01,0.82,44.85,-7.55,6.5600,128.3300,9.2100,51.55,0.4600,640.59,320.3,0.23
801950,ú̿,2015-08-19 00:00:00.0,2355.00,2547.94,2256.44,2509.59,1.02,54.77,1.34,8.1600,138.8100,9.9600,55.64,0.4800,692.94,346.47,0.21
801950,ú̿,2015-08-18 00:00:00.0,2743.36,2747.24,2476.40,2476.40,1.19,68.38,-10.00,9.5200,136.9800,9.8300,54.86,0.4900,683.78,341.89,0.21
801950,ú̿,2015-08-17 00:00:00.0,2723.59,2855.82,2685.58,2751.56,1.1,68.29,0.93,8.8100,152.2000,10.9200,60.95,0.5800,759.75,379.88,0.19
801950,ú̿,2015-08-14 00:00:00.0,2770.79,2807.83,2691.99,2726.12,0.89,54.16,-1.50,7.1400,150.7900,10.8200,60.30,0.4400,752.73,376.36,0.19
801950,ú̿,2015-08-13 00:00:00.0,2672.55,2784.82,2582.59,2767.66,1.09,64.65,1.19,8.7100,153.0900,10.9800,61.24,0.6000,764.2,382.1,0.19
801950,ú̿,2015-08-12 00:00:00.0,2829.40,2890.21,2690.33,2735.17,1.25,77.6,0.62,10.0200,151.2900,10.8600,60.51,0.7100,755.23,377.61,0.19
801950,ú̿,2015-08-11 00:00:00.0,2758.81,2834.35,2630.08,2718.21,1.43,86.48,-0.91,11.4800,150.3500,10.7900,60.19,0.6500,750.54,375.27,0.19
801950,ú̿,2015-08-10 00:00:00.0,2569.35,2755.78,2554.95,2743.12,1.43,84.96,9.30,11.4600,151.7300,10.8900,60.77,0.6900,757.42,378.71,0.19
801950,ú̿,2015-08-07 00:00:00.0,2454.02,2537.22,2393.50,2509.83,1,54.49,4.76,8.0000,138.8300,9.9600,55.56,0.6100,693.01,346.5,0.21
801950,ú̿,2015-08-06 00:00:00.0,2401.09,2536.16,2368.47,2395.85,0.93,50.16,-4.33,7.4200,132.5200,9.5100,53.10,0.7100,661.53,330.77,0.22
801950,ú̿,2015-08-05 00:00:00.0,2598.63,2653.85,2436.37,2504.29,1.54,87.95,-0.67,12.3100,138.5200,9.9400,55.55,0.9200,691.48,345.74,0.21
801950,ú̿,2015-08-04 00:00:00.0,2254.68,2521.30,2254.68,2521.30,1.43,77.17,10.00,11.4100,139.4600,10.0100,56.02,0.8500,696.17,348.09,0.21
801950,ú̿,2015-08-03 00:00:00.0,2400.14,2469.52,2291.00,2291.99,1.08,56.04,-9.96,8.6600,126.7800,9.1000,50.92,0.6600,632.86,316.43,0.23
801950,ú̿,2015-07-31 00:00:00.0,2777.40,2860.52,2545.51,2545.51,1.43,85.65,-10.00,11.4400,140.8000,10.1000,56.56,0.9800,702.86,351.43,0.21
801950,ú̿,2015-07-30 00:00:00.0,2789.92,3041.59,2674.42,2828.39,1.89,122.56,1.45,15.1100,156.4500,11.2300,62.84,1.0600,780.96,390.48,0.18
801950,ú̿,2015-07-29 00:00:00.0,2587.11,2787.87,2473.54,2787.87,1.67,98.53,10.00,13.3800,154.2100,11.0600,61.92,0.9100,769.78,384.89,0.19
801950,ú̿,2015-07-28 00:00:00.0,2316.26,2678.80,2296.03,2534.42,1.83,100.14,1.33,14.6900,140.1900,10.0600,56.30,0.7700,699.8,349.9,0.21
801950,ú̿,2015-07-27 00:00:00.0,2682.97,2860.68,2484.89,2501.23,1.74,104.76,-9.30,13.9700,138.3500,9.9300,55.25,0.7600,690.63,345.32,0.21
801950,ú̿,2015-07-24 00:00:00.0,2666.74,2899.05,2647.89,2757.55,1.49,91.21,1.71,11.9200,152.5300,10.9400,60.86,0.5800,761.41,380.7,0.19
801950,ú̿,2015-07-23 00:00:00.0,2657.88,2797.57,2543.70,2711.31,1.42,82.89,2.84,11.4000,149.9700,10.7600,59.73,0.5900,748.64,374.32,0.19
801950,ú̿,2015-07-22 00:00:00.0,2423.63,2645.16,2418.28,2636.37,1.45,82.88,9.28,11.6200,145.8300,10.4600,58.09,0.6500,727.95,363.97,0.20
801950,ú̿,2015-07-21 00:00:00.0,2410.16,2508.86,2336.46,2412.47,1.35,72.56,-1.91,10.8100,133.4400,9.5700,53.20,0.6000,666.12,333.06,0.22
801950,ú̿,2015-07-20 00:00:00.0,2389.66,2490.38,2331.19,2459.54,1.9,101.88,8.63,15.2100,136.0500,9.7600,54.21,0.7700,679.12,339.56,0.21
801950,ú̿,2015-07-17 00:00:00.0,2067.31,2264.06,2067.31,2264.06,1.02,49.53,10.01,8.1500,125.2300,8.9900,49.97,0.4500,625.14,312.57,0.23
801950,ú̿,2015-07-16 00:00:00.0,1910.24,2087.20,1750.95,2058.13,1.43,62.98,7.34,11.4800,113.8400,8.1700,45.42,0.5900,568.28,284.14,0.25
801950,ú̿,2015-07-14 00:00:00.0,1907.65,1970.54,1901.52,1970.54,0.86,38.75,10.00,6.8900,109.0000,7.7100,43.78,0.2900,544.14,272.07,0.08
801950,ú̿,2015-07-13 00:00:00.0,1775.50,1791.42,1752.83,1791.42,0.57,23.64,10.00,4.5800,99.0900,7.0100,39.80,0.2000,494.68,247.34,0.09
801950,ú̿,2015-07-10 00:00:00.0,1596.25,1628.51,1581.99,1628.51,0.52,18.93,10.00,4.1900,90.0800,6.3700,36.19,0.2000,449.7,224.85,0.10
801950,ú̿,2015-07-09 00:00:00.0,1283.05,1480.43,1283.05,1480.43,1.49,46.12,10.00,11.9100,81.8900,5.7900,32.89,0.4900,408.81,204.4,0.11
801950,ú̿,2015-07-08 00:00:00.0,1343.65,1411.64,1343.65,1345.88,1.29,37.36,-9.86,10.3400,74.4400,5.2700,29.91,0.3400,371.65,185.83,0.12
801950,ú̿,2015-07-07 00:00:00.0,1558.36,1627.33,1493.04,1493.04,1.42,46.6,-10.00,11.3500,82.5800,5.8400,33.18,0.4300,412.29,206.14,0.11
801950,ú̿,2015-07-06 00:00:00.0,2017.21,2017.21,1650.50,1658.87,1.42,55.78,-9.54,11.3400,91.7600,6.4900,36.87,0.3600,458.08,229.04,0.10
801950,ú̿,2015-07-03 00:00:00.0,1903.61,2047.71,1833.73,1833.73,0.86,36.07,-10.01,6.9000,101.4300,7.1700,40.73,0.3100,506.36,253.18,0.09
801950,ú̿,2015-07-02 00:00:00.0,2223.57,2233.23,2037.68,2037.68,0.85,40.06,-9.99,6.7800,112.7100,7.9700,45.26,0.3100,562.68,281.34,0.08
801950,ú̿,2015-07-01 00:00:00.0,2461.56,2570.72,2238.58,2263.91,0.9,49.36,-8.59,8.4400,130.5800,9.3900,50.28,0.3300,539.38,269.69,0.08
801950,ú̿,2015-06-30 00:00:00.0,2300.81,2506.40,2114.29,2476.78,1.08,54.93,5.43,10.0700,142.8600,10.2700,55.05,0.3300,590.1,295.05,0.08
801950,ú̿,2015-06-29 00:00:00.0,2689.47,2706.04,2337.09,2349.16,0.85,46.53,-9.54,7.9200,135.4900,9.7400,52.31,0.3100,559.69,279.85,0.08
801950,ú̿,2015-06-26 00:00:00.0,2754.79,2818.77,2596.82,2596.82,0.68,40.5,-10.00,6.3600,149.7800,10.7700,57.84,0.3000,618.7,309.35,0.07
801950,ú̿,2015-06-25 00:00:00.0,2993.23,3098.50,2815.69,2885.29,0.76,50.78,-4.33,7.1100,166.4200,11.9700,64.27,0.3300,687.43,343.71,0.07
801950,ú̿,2015-06-24 00:00:00.0,2988.68,3132.34,2943.73,3015.81,0.97,65.73,2.37,9.0800,173.9500,12.5100,67.19,0.4400,718.52,359.26,0.06
801950,ú̿,2015-06-23 00:00:00.0,2717.62,2952.77,2616.34,2945.91,0.81,50.58,9.72,7.5700,169.9100,12.2200,65.64,0.3900,701.87,350.93,0.06
801950,ú̿,2015-06-19 00:00:00.0,2716.05,2854.95,2613.53,2684.82,0.67,41.17,-1.54,6.3000,154.8500,11.1400,59.81,0.3200,639.66,319.83,0.14
801950,ú̿,2015-06-18 00:00:00.0,2878.46,2921.21,2669.14,2726.89,0.54,33.53,-5.60,5.0300,157.2800,11.3100,60.61,0.2300,649.69,324.84,0.14
801950,ú̿,2015-06-17 00:00:00.0,2868.74,2942.88,2647.97,2888.64,0.7,43.67,-0.66,6.5600,166.6100,11.9800,64.21,0.2800,688.22,344.11,0.13
801950,ú̿,2015-06-16 00:00:00.0,3159.44,3160.29,2881.31,2907.82,0.77,51.38,-9.04,7.2200,167.7200,12.0600,64.69,0.3000,692.79,346.4,0.13
801950,ú̿,2015-06-15 00:00:00.0,3319.15,3447.35,3178.67,3196.96,0.74,55.11,-2.76,6.9400,184.3900,13.2600,71.16,0.2800,761.68,380.84,0.12
801950,ú̿,2015-06-12 00:00:00.0,3250.27,3345.17,3202.70,3287.67,0.73,53.79,2.24,6.8400,189.6300,13.6400,73.13,0.2700,783.29,391.65,0.11
801950,ú̿,2015-06-11 00:00:00.0,3162.53,3223.86,3113.01,3215.68,0.51,36.03,1.51,4.7700,185.4700,13.3400,71.61,0.2000,766.14,383.07,0.12
801950,ú̿,2015-06-10 00:00:00.0,3134.29,3228.01,3095.49,3167.70,0.47,32.97,0.07,4.3500,182.7100,13.1400,70.53,0.1800,754.71,377.36,0.12
801950,ú̿,2015-06-09 00:00:00.0,3106.61,3241.81,3071.15,3165.43,0.5,34.97,1.32,4.6300,182.5700,13.1300,70.50,0.1800,754.17,377.08,0.12
801950,ú̿,2015-06-08 00:00:00.0,3261.41,3262.60,3077.28,3124.13,0.57,39.95,-4.27,5.3200,180.1900,12.9600,69.56,0.1800,744.33,372.17,0.12
801950,ú̿,2015-06-05 00:00:00.0,3248.15,3391.42,3187.23,3263.51,0.57,42.1,1.98,5.3600,188.2300,13.5400,72.63,0.1900,777.54,388.77,0.11
801950,ú̿,2015-06-04 00:00:00.0,3300.61,3311.66,2949.97,3200.18,0.62,42.82,-2.06,5.7500,184.5800,13.2700,71.22,0.2200,762.45,381.23,0.12
801950,ú̿,2015-06-03 00:00:00.0,3411.48,3437.38,3190.66,3267.48,0.72,52.82,-4.71,6.7200,188.4600,13.5500,72.72,0.2700,778.48,389.24,0.11
801950,ú̿,2015-06-02 00:00:00.0,3363.50,3513.47,3307.56,3429.12,0.68,52.17,1.82,6.3900,197.7800,14.2200,76.31,0.2700,817,408.5,0.11
801950,ú̿,2015-06-01 00:00:00.0,3212.78,3418.23,3165.32,3367.82,0.71,53.2,4.21,6.6700,194.2500,13.9700,74.91,0.3000,802.39,401.2,0.11
801950,ú̿,2015-05-29 00:00:00.0,3106.13,3349.28,2953.07,3231.75,0.94,67.49,2.08,8.8300,186.4000,13.4100,71.89,0.3600,769.97,384.99,
801950,ú̿,2015-05-28 00:00:00.0,3435.56,3549.83,3152.31,3165.80,0.99,73.52,-9.61,9.2500,182.6000,13.1300,70.48,0.3100,754.26,377.13,0.12
801950,ú̿,2015-05-27 00:00:00.0,3512.32,3691.60,3353.55,3502.56,1.07,83.48,0.54,9.9600,202.0200,14.5300,78.00,0.4000,834.49,417.25,0.11
801950,ú̿,2015-05-26 00:00:00.0,3303.10,3491.44,3209.55,3483.58,1.06,79.23,9.75,9.8800,200.9300,14.4500,77.69,0.3800,829.97,414.99,0.16
801950,ú̿,2015-05-25 00:00:00.0,2875.02,3182.51,2831.09,3174.01,0.99,66.59,8.84,9.2300,183.0700,13.1700,70.79,0.3300,756.22,378.11,0.17
801950,ú̿,2015-05-22 00:00:00.0,2867.77,2921.41,2768.21,2916.30,0.81,50.77,2.02,7.5700,168.2100,12.1000,65.09,0.2600,694.82,347.41,0.19
801950,ú̿,2015-05-21 00:00:00.0,2891.52,2914.21,2797.59,2858.54,0.68,42.62,1.06,6.3900,164.8700,11.8600,63.77,0.2800,681.05,340.53,0.19
801950,ú̿,2015-05-20 00:00:00.0,2760.58,2954.95,2759.52,2828.58,0.79,49.9,3.01,7.3400,163.1500,11.7300,63.05,0.3100,673.92,336.96,0.19
801950,ú̿,2015-05-19 00:00:00.0,2752.91,2780.00,2649.61,2745.83,0.74,44.63,-0.50,6.9500,158.3700,11.3900,61.16,0.3200,654.2,327.1,0.20
801950,ú̿,2015-05-18 00:00:00.0,2770.00,2890.70,2678.43,2759.58,1.05,65.18,1.73,9.7900,159.1700,11.4500,61.47,0.5300,657.48,328.74,0.20
801950,ú̿,2015-05-15 00:00:00.0,2577.71,2774.87,2553.33,2712.72,1.09,65.06,5.26,10.1500,156.4600,11.1600,60.36,0.5000,646.31,323.16,0.13
801950,ú̿,2015-05-14 00:00:00.0,2585.63,2673.45,2534.39,2577.28,0.8,46.77,-0.52,7.4900,148.6500,10.6100,57.40,0.3400,614.04,307.02,0.14
801950,ú̿,2015-05-13 00:00:00.0,2639.67,2767.93,2523.25,2590.87,1.36,80.34,-0.12,12.6800,149.4400,10.6600,57.70,0.5300,617.28,308.64,0.14
801950,ú̿,2015-05-12 00:00:00.0,2393.06,2593.93,2352.36,2593.93,1.32,72.71,10.00,12.3100,149.6100,10.6800,57.86,0.4800,618.01,309,0.14
801950,ú̿,2015-05-11 00:00:00.0,2287.55,2386.50,2224.22,2358.13,0.99,49.73,4.36,9.2100,136.0100,9.7100,52.60,0.3600,561.83,280.91,0.15
801950,ú̿,2015-05-08 00:00:00.0,2201.29,2265.36,2128.65,2259.59,0.9,42.52,3.29,8.4100,130.3300,9.3000,50.45,0.4000,538.35,269.18,0.16
801950,ú̿,2015-05-07 00:00:00.0,2283.39,2305.90,2175.13,2187.66,0.76,36.9,-5.59,7.0600,126.1800,9.0000,48.86,0.3800,521.21,260.61,0.16
801950,ú̿,2015-05-06 00:00:00.0,2398.57,2427.25,2269.65,2317.16,0.87,45.53,-2.63,8.1700,133.6500,9.5400,51.61,0.3700,552.07,276.03,0.15
801950,ú̿,2015-05-05 00:00:00.0,2398.68,2478.96,2299.47,2379.67,1.14,60.84,0.21,10.6900,137.2500,9.7900,52.95,0.4500,566.96,283.48,0.15
801950,ú̿,2015-05-04 00:00:00.0,2291.72,2419.38,2245.16,2374.80,0.97,49.79,4.25,9.0900,136.9700,9.7700,53.00,0.4100,565.8,282.9,0.15
801950,ú̿,2015-04-30 00:00:00.0,2304.81,2414.30,2269.10,2277.97,1.14,57.49,0.77,10.6500,197.8900,9.3800,50.89,0.4400,542.73,271.37,0.16
801950,ú̿,2015-04-29 00:00:00.0,2086.26,2290.10,2046.51,2260.58,0.88,41.65,6.51,8.2500,196.3800,9.3000,50.52,0.3300,538.59,269.29,0.16
801950,ú̿,2015-04-28 00:00:00.0,2173.70,2258.42,2079.25,2122.49,1.31,60.16,-2.06,12.2300,184.3800,8.7400,47.51,0.3600,505.69,252.84,0.17
801950,ú̿,2015-04-27 00:00:00.0,2151.60,2215.31,2133.97,2167.10,0.53,27.07,6.01,4.9300,188.2600,8.9300,48.65,0.1700,516.32,258.16,0.17
801950,ú̿,2015-04-24 00:00:00.0,1979.73,2130.09,1969.47,2044.32,0.81,37.5,3.12,7.5300,177.5900,8.4200,45.98,0.2400,487.06,243.53,0.18
801950,ú̿,2015-04-23 00:00:00.0,2024.87,2026.29,1957.86,1982.43,0.7,30.99,-1.80,6.5100,172.2200,8.1700,44.53,0.1900,472.32,236.16,0.18
801950,ú̿,2015-04-22 00:00:00.0,1984.52,2060.54,1937.03,2018.84,0.88,39.24,2.09,8.2600,175.3800,8.2900,45.35,0.2400,480.99,240.5,0.18
801950,ú̿,2015-04-21 00:00:00.0,1993.48,2153.90,1937.92,1977.42,1.44,66.29,-0.33,13.4100,171.7800,8.1600,44.39,0.4700,471.12,235.56,0.18
801950,ú̿,2015-04-20 00:00:00.0,1836.17,2027.94,1809.79,1983.92,1.49,64.31,7.12,13.8800,172.3500,8.1900,44.59,0.3600,472.67,236.34,0.18
801950,ú̿,2015-04-17 00:00:00.0,1722.23,1875.53,1722.23,1852.00,1.2,47.81,7.80,11.2500,160.8900,7.6500,41.55,0.3200,441.24,220.62,0.19
801950,ú̿,2015-04-16 00:00:00.0,1677.31,1747.57,1648.13,1718.07,0.47,18.3,1.79,4.4100,149.2500,7.0900,38.53,0.1500,409.33,204.67,0.21
801950,ú̿,2015-04-15 00:00:00.0,1763.72,1775.00,1670.36,1687.82,0.61,23.51,-2.59,5.6900,146.6200,6.9700,37.86,0.1800,402.13,201.06,0.21
801950,ú̿,2015-04-14 00:00:00.0,1696.04,1759.46,1669.69,1732.66,0.61,23.13,0.60,5.6700,150.5200,7.1500,38.81,0.1600,412.81,206.4,0.21
801950,ú̿,2015-04-13 00:00:00.0,1710.32,1761.17,1690.22,1722.26,0.71,27.65,0.92,6.6200,149.6200,7.1100,38.58,0.1900,410.33,205.17,0.21
801950,ú̿,2015-04-10 00:00:00.0,1594.03,1711.34,1581.91,1706.56,0.76,28.89,7.06,7.0900,148.2500,7.0500,38.22,0.2300,406.59,203.3,0.21
801950,ú̿,2015-04-09 00:00:00.0,1636.72,1647.18,1554.82,1594.03,0.52,18.33,-2.38,4.8900,138.4800,6.5800,35.65,0.1300,379.78,189.89,0.22
801950,ú̿,2015-04-08 00:00:00.0,1686.15,1690.18,1606.67,1632.89,0.72,25.75,-3.20,6.6900,141.8500,6.7400,36.50,0.1700,389.04,194.52,0.22
801950,ú̿,2015-04-07 00:00:00.0,1713.42,1725.42,1672.70,1686.81,0.6,22.29,-1.12,5.5800,146.5400,6.9600,37.70,0.1600,401.89,200.94,0.21
801950,ú̿,2015-04-03 00:00:00.0,1669.43,1717.48,1655.11,1705.85,0.74,27.68,1.42,6.9600,148.1900,7.0400,38.13,0.2200,406.42,203.21,0.21
801950,ú̿,2015-04-02 00:00:00.0,1668.35,1702.71,1642.55,1681.96,0.72,26.91,0.56,6.7200,146.1100,6.9400,37.61,0.2200,400.73,200.37,0.21
801950,ú̿,2015-04-01 00:00:00.0,1635.27,1681.95,1618.61,1672.59,0.66,24.57,2.20,6.3200,145.6500,6.8700,37.39,0.2200,391.3,195.65,0.22
801950,ú̿,2015-03-31 00:00:00.0,1629.15,1694.08,1600.59,1636.61,0.93,34.42,2.35,8.9100,142.5200,6.7200,36.56,0.2700,382.88,191.44,0.22
801950,ú̿,2015-03-30 00:00:00.0,1559.47,1609.45,1554.66,1599.00,0.62,21.81,3.09,5.9100,139.2400,6.5700,35.70,0.1800,374.08,187.04,0.23
801950,ú̿,2015-03-27 00:00:00.0,1571.12,1586.86,1537.54,1551.04,0.47,16.05,-0.88,4.4600,135.0600,6.3700,34.63,0.1700,362.86,181.43,0.24
801950,ú̿,2015-03-26 00:00:00.0,1558.05,1605.43,1537.66,1564.73,0.69,24.25,0.30,6.6000,136.2600,6.4300,34.92,0.2100,366.06,183.03,0.23
801950,ú̿,2015-03-25 00:00:00.0,1584.68,1593.70,1550.48,1560.00,0.66,22.92,-1.89,6.2600,135.8400,6.4100,34.81,0.1900,364.96,182.48,0.23
801950,ú̿,2015-03-24 00:00:00.0,1563.49,1623.76,1534.66,1589.98,0.94,33.16,2.18,8.9700,138.4500,6.5300,35.48,0.2300,371.97,185.99,0.23
801950,ú̿,2015-03-23 00:00:00.0,1538.37,1567.75,1533.73,1556.05,0.56,19.12,1.42,5.3000,135.5000,6.3900,34.73,0.1600,364.03,182.02,0.23
801950,ú̿,2015-03-20 00:00:00.0,1542.93,1574.10,1522.43,1534.21,0.58,19.98,-0.54,5.5500,133.6000,6.3000,34.24,0.1700,358.93,179.46,0.24
801950,ú̿,2015-03-19 00:00:00.0,1556.29,1581.58,1524.48,1542.50,0.76,26.36,-0.35,7.2500,134.3200,6.4100,34.42,0.2400,360.86,180.43,0.24
801950,ú̿,2015-03-18 00:00:00.0,1492.80,1576.41,1475.16,1547.92,0.9,30.72,3.52,8.5600,134.7900,6.4300,34.56,0.2800,362.13,181.07,0.24
801950,ú̿,2015-03-17 00:00:00.0,1461.39,1525.44,1443.42,1495.34,0.87,29.05,2.94,8.3300,130.2100,6.2100,33.34,0.2600,349.83,174.92,0.24
801950,ú̿,2015-03-16 00:00:00.0,1418.23,1455.32,1414.12,1452.63,0.5,16.16,3.01,4.8100,126.5000,6.0300,32.41,0.1800,339.84,169.92,0.25
801950,ú̿,2015-03-13 00:00:00.0,1400.96,1421.69,1394.69,1410.19,0.29,9,0.34,2.7300,122.8000,5.8600,31.46,0.1400,329.91,164.95,0.26
801950,ú̿,2015-03-12 00:00:00.0,1405.69,1417.77,1387.89,1405.38,0.25,7.87,0.52,2.4100,122.3800,5.8400,31.36,0.1100,328.79,164.39,0.26
801950,ú̿,2015-03-11 00:00:00.0,1418.37,1434.63,1389.50,1398.17,0.34,10.54,-1.54,3.2100,121.7500,5.8100,31.20,0.1700,327.1,163.55,0.26
801950,ú̿,2015-03-10 00:00:00.0,1425.74,1434.89,1408.93,1420.10,0.27,8.62,-0.60,2.6100,123.6600,5.9000,31.69,0.1300,332.23,166.11,0.26
801950,ú̿,2015-03-09 00:00:00.0,1408.60,1433.49,1394.64,1428.69,0.3,9.56,0.69,2.9000,124.4100,5.9300,31.88,0.1500,334.24,167.12,0.26
801950,ú̿,2015-03-05 00:00:00.0,1467.72,1471.66,1409.74,1423.55,0.49,15.48,-2.63,4.6500,123.9600,5.9100,31.77,0.2100,333.04,166.52,0.26
801950,ú̿,2015-03-04 00:00:00.0,1467.49,1495.73,1435.24,1462.07,0.57,18.58,0.38,5.4500,127.3200,6.0700,32.63,0.2700,342.05,171.02,0.25
801950,ú̿,2015-03-03 00:00:00.0,1456.42,1492.79,1434.55,1456.56,0.66,21.48,-0.22,6.2600,126.8400,6.0500,32.48,0.2600,340.76,170.38,0.25
801950,ú̿,2015-03-02 00:00:00.0,1453.22,1473.29,1421.47,1459.71,0.54,17.33,0.94,5.1500,127.1100,6.0600,32.56,0.2200,341.5,170.75,0.25
801950,ú̿,2015-02-27 00:00:00.0,1409.64,1494.79,1409.64,1446.09,0.91,29.64,3.84,8.7100,125.9200,6.0100,32.27,0.4800,338.31,169.15,0.25
801950,ú̿,2015-02-26 00:00:00.0,1378.72,1402.49,1369.12,1392.57,0.38,11.76,1.12,3.6600,121.2600,5.7800,31.09,0.2000,325.79,162.89,0.26
801950,ú̿,2015-02-25 00:00:00.0,1366.05,1395.47,1349.46,1377.09,0.39,11.78,1.53,3.7000,119.9200,5.7200,30.74,0.2300,322.17,161.08,0.27
801950,ú̿,2015-02-17 00:00:00.0,1361.99,1371.02,1347.47,1356.33,0.24,7.16,-0.12,2.2800,118.1100,5.6300,30.29,0.1400,317.31,158.65,0.27
801950,ú̿,2015-02-16 00:00:00.0,1335.79,1365.15,1328.58,1358.02,0.34,10.03,1.85,3.2000,118.2600,5.6400,30.32,0.1900,317.7,158.85,0.27
801950,ú̿,2015-02-13 00:00:00.0,1323.19,1353.24,1319.51,1333.30,0.36,10.53,0.81,3.4000,116.1000,5.5400,29.77,0.1900,311.92,155.96,0.27
801950,ú̿,2015-02-12 00:00:00.0,1336.81,1337.93,1309.97,1322.58,0.24,6.83,-1.08,2.2500,115.1700,5.4900,29.53,0.1600,309.41,154.71,0.28
801950,ú̿,2015-02-11 00:00:00.0,1321.61,1345.70,1317.89,1337.01,0.24,7.01,1.22,2.2800,116.4300,5.5500,29.85,0.1700,312.79,156.39,0.27
801950,ú̿,2015-02-10 00:00:00.0,1303.81,1327.90,1297.97,1320.91,0.23,6.56,1.78,2.1600,115.0200,5.4900,29.49,0.1700,309.02,154.51,0.28
801950,ú̿,2015-02-09 00:00:00.0,1287.71,1319.64,1283.07,1297.75,0.2,5.75,0.15,1.9000,113.0100,5.3900,28.98,0.1400,303.61,151.8,0.28
801950,ú̿,2015-02-06 00:00:00.0,1339.36,1347.67,1288.02,1295.82,0.34,9.77,-3.34,3.2400,112.8400,5.3800,28.94,0.2000,303.15,151.58,0.28
801950,ú̿,2015-02-05 00:00:00.0,1395.03,1398.43,1338.28,1340.55,0.49,14.84,-2.99,4.7100,116.7300,5.5700,29.93,0.2400,313.62,156.81,0.27
801950,ú̿,2015-02-04 00:00:00.0,1366.96,1428.46,1364.41,1381.93,0.59,18.32,1.32,5.6500,120.3400,5.7400,30.84,0.3500,323.3,161.65,0.26
801950,ú̿,2015-02-03 00:00:00.0,1368.67,1377.74,1343.83,1363.99,0.39,11.84,0.08,3.7600,118.7800,5.6700,30.45,0.2300,319.1,159.55,0.27
801950,ú̿,2015-02-02 00:00:00.0,1348.88,1381.70,1337.95,1362.93,0.28,8.32,0.30,2.6200,118.6800,5.6600,30.42,0.1800,318.85,159.43,0.27
801950,ú̿,2015-01-30 00:00:00.0,1379.71,1393.74,1348.56,1358.89,0.33,9.96,-0.52,3.1200,118.3300,5.6400,30.34,0.2000,317.91,158.95,0.27
801950,ú̿,2015-01-29 00:00:00.0,1370.58,1395.42,1359.94,1366.02,0.27,8.14,-1.60,2.5400,118.9500,5.6700,30.49,0.1600,319.58,159.79,0.27
801950,ú̿,2015-01-28 00:00:00.0,1436.33,1437.23,1372.83,1388.30,0.46,14.41,-3.33,4.4200,120.8900,5.7700,30.98,0.2400,324.79,162.39,0.26
801950,ú̿,2015-01-27 00:00:00.0,1451.67,1461.24,1405.53,1436.12,0.51,16.26,0.11,4.8700,125.0600,5.9700,32.04,0.2300,335.98,167.99,0.25
801950,ú̿,2015-01-26 00:00:00.0,1416.23,1462.19,1413.04,1434.51,0.59,18.89,3.23,5.6500,124.9200,5.9600,32.00,0.3000,335.6,167.8,0.25
801950,ú̿,2015-01-23 00:00:00.0,1431.49,1434.73,1382.48,1389.59,0.66,20.6,-3.26,6.2900,121.0100,5.7700,31.01,0.3000,325.09,162.55,0.26
