Ö¸Êý´úÂë,Ö¸ÊýÃû³Æ,·¢²¼ÈÕÆÚ,¿ªÅÌÖ¸Êý,×î¸ßÖ¸Êý,×îµÍÖ¸Êý,ÊÕÅÌÖ¸Êý,³É½»Á¿(ÒÚ¹É),³É½»¶î(ÒÚÔª),ÕÇµø·ù(%),»»ÊÖÂÊ(%),ÊÐÓ¯ÂÊ(±¶),ÊÐ¾»ÂÊ(±¶),¾ù¼Û(Ôª),³É½»¶îÕ¼±È(%),Á÷Í¨ÊÐÖµ(ÒÚÔª),Æ½¾ùÁ÷Í¨ÊÐÖµ(ÒÚÔª),¹ÉÏ¢ÂÊ(%)
801040,¸ÖÌú,2010-11-11 00:00:00.0,3065.67,3126.29,3062.68,3088.02,10.35,76.48,0.22,1.6000,14.9500,1.5900,8.60,1.7200,4266.25,129.28,1.36
801040,¸ÖÌú,2010-11-10 00:00:00.0,3112.88,3112.88,3059.26,3081.20,8.73,63.64,-1.30,1.3500,14.9100,1.5800,8.65,1.5900,4256.83,128.99,1.37
801040,¸ÖÌú,2010-11-09 00:00:00.0,3164.11,3164.11,3095.97,3121.69,9.88,76.75,-1.58,1.5200,15.1100,1.6000,8.73,1.9500,4312.77,130.69,1.35
801040,¸ÖÌú,2010-11-08 00:00:00.0,3108.53,3171.76,3080.96,3171.76,12.12,88.41,2.58,1.8700,15.3500,1.6300,8.79,2.1900,4381.95,132.79,1.33
801040,¸ÖÌú,2010-11-05 00:00:00.0,3118.67,3130.27,3078.18,3092.07,10.43,79.5,0.14,1.6100,14.9700,1.5900,8.63,1.9900,4271.86,129.45,1.36
801040,¸ÖÌú,2010-11-04 00:00:00.0,3082.98,3094.78,3047.25,3087.83,10.78,72.23,0.79,1.6700,14.9500,1.5900,8.60,2.1200,4266,129.27,1.36
801040,¸ÖÌú,2010-11-03 00:00:00.0,3128.11,3129.51,3060.34,3063.75,7.45,58.4,-1.78,1.1500,14.8300,1.5700,8.45,1.6200,4232.73,128.26,1.37
801040,¸ÖÌú,2010-11-02 00:00:00.0,3068.35,3165.52,3067.33,3119.13,15.66,127.04,2.30,2.4200,15.1000,1.6000,8.65,2.6700,4309.24,130.58,1.35
801040,¸ÖÌú,2010-11-01 00:00:00.0,2983.34,3053.20,2983.34,3049.05,10.45,77.2,2.85,1.6400,14.7100,1.5800,8.39,1.9200,4138.26,125.4,1.41
801040,¸ÖÌú,2010-10-29 00:00:00.0,2990.46,2997.49,2947.86,2964.69,7.04,45.84,-0.88,1.1100,14.3100,1.5500,8.04,1.4600,4023.76,121.93,1.45
801040,¸ÖÌú,2010-10-28 00:00:00.0,2993.44,3043.91,2968.44,2990.97,9.92,62.98,-0.41,1.5600,14.4300,1.5600,8.11,2.1300,4059.43,123.01,1.43
801040,¸ÖÌú,2010-10-27 00:00:00.0,2979.69,3075.10,2960.11,3003.36,14.01,90.56,0.34,2.2000,14.4900,1.5700,8.16,2.4800,4076.24,123.52,1.43
801040,¸ÖÌú,2010-10-26 00:00:00.0,3008.58,3037.15,2976.12,2993.13,9.6,70.58,-0.14,1.5100,14.4400,1.5700,8.17,1.7600,4062.35,123.1,1.43
801040,¸ÖÌú,2010-10-25 00:00:00.0,2939.11,2998.37,2918.09,2997.33,8.99,65.5,1.73,1.4100,14.4600,1.5700,8.16,1.6900,4068.04,123.27,1.43
801040,¸ÖÌú,2010-10-22 00:00:00.0,2963.90,2974.71,2927.97,2946.30,6.98,49.21,-1.12,1.1000,14.2200,1.5200,7.98,1.6000,3998.72,121.17,1.46
801040,¸ÖÌú,2010-10-21 00:00:00.0,2959.92,2980.05,2910.04,2979.52,8.25,57.68,0.54,1.2900,14.3800,1.5400,8.08,1.9000,4043.81,122.54,1.44
801040,¸ÖÌú,2010-10-20 00:00:00.0,2970.70,3000.03,2933.18,2963.50,11.7,78.68,-2.84,1.8400,14.3000,1.5300,7.97,2.1100,4022.07,121.88,1.45
801040,¸ÖÌú,2010-10-19 00:00:00.0,3064.81,3065.07,2973.87,3050.11,12.74,83.29,-0.24,2.0000,14.7200,1.6000,8.19,2.9100,4139.62,125.44,1.41
801040,¸ÖÌú,2010-10-18 00:00:00.0,3033.39,3192.75,3033.39,3057.36,22.02,154.17,1.89,3.4600,14.7000,1.5900,8.17,3.8800,4149.46,125.74,1.40
801040,¸ÖÌú,2010-10-15 00:00:00.0,2903.57,3001.29,2898.70,3000.51,14.05,97,3.07,2.2100,14.4200,1.5600,7.99,2.6400,4072.29,123.4,1.43
801040,¸ÖÌú,2010-10-14 00:00:00.0,2936.60,2966.22,2892.77,2911.21,10.46,73.63,-0.39,1.6600,13.8800,1.5000,7.77,2.0100,3919.45,118.77,1.48
801040,¸ÖÌú,2010-10-13 00:00:00.0,2912.38,2966.86,2899.32,2922.62,11.32,79.92,1.19,1.7900,14.0500,1.5200,8.05,2.2900,3966.58,120.2,1.47
801040,¸ÖÌú,2010-10-12 00:00:00.0,2878.13,2912.26,2823.69,2888.17,9.49,68.82,0.21,1.5000,13.8800,1.5000,7.96,2.1800,3919.81,118.78,1.48
801040,¸ÖÌú,2010-10-11 00:00:00.0,2784.82,2882.17,2784.82,2882.01,11.62,82.49,4.22,1.8400,13.8500,1.5000,7.91,2.2800,3911.46,118.53,1.49
801040,¸ÖÌú,2010-10-08 00:00:00.0,2711.64,2778.76,2710.23,2765.36,6.44,45,2.69,1.0200,13.2900,1.4400,7.60,1.8400,3753.14,113.73,1.55
801040,¸ÖÌú,2010-09-30 00:00:00.0,2645.68,2692.81,2641.78,2692.81,3.24,20.81,1.37,0.5100,12.9400,1.4000,7.36,1.3100,3654.68,110.75,1.59
801040,¸ÖÌú,2010-09-29 00:00:00.0,2650.68,2673.32,2648.38,2656.41,3.39,20.98,0.36,0.5400,12.7700,1.3800,7.28,1.2600,3605.27,109.25,1.61
801040,¸ÖÌú,2010-09-28 00:00:00.0,2680.53,2688.80,2645.50,2646.92,3.35,22.32,-1.57,0.5300,12.7200,1.3800,7.28,1.2300,3592.39,108.86,1.62
801040,¸ÖÌú,2010-09-27 00:00:00.0,2660.71,2691.15,2649.90,2689.15,3.22,21.59,1.24,0.5100,12.9300,1.4000,7.41,1.4500,3649.7,110.6,1.59
801040,¸ÖÌú,2010-09-21 00:00:00.0,2659.54,2665.76,2637.88,2656.34,2.36,16.57,-0.07,0.3700,12.7700,1.3800,7.27,1.4100,3605.17,109.25,1.61
801040,¸ÖÌú,2010-09-20 00:00:00.0,2672.07,2679.94,2634.38,2658.11,2.88,19.55,-0.45,0.4600,12.7800,1.3800,7.28,1.2900,3607.56,109.32,1.61
801040,¸ÖÌú,2010-09-17 00:00:00.0,2676.51,2686.52,2655.74,2670.21,3.15,21.31,-0.21,0.5000,12.8300,1.3900,7.36,1.3000,3623.99,109.82,1.61
801040,¸ÖÌú,2010-09-16 00:00:00.0,2752.28,2753.56,2655.30,2675.74,4.58,30.58,-2.70,0.7300,12.8600,1.3900,7.42,1.3900,3631.49,110.05,1.60
801040,¸ÖÌú,2010-09-15 00:00:00.0,2790.76,2790.76,2738.88,2750.03,4.89,34.76,-1.22,0.7700,13.2200,1.4300,7.64,1.4600,3732.31,113.1,1.56
801040,¸ÖÌú,2010-09-14 00:00:00.0,2787.86,2803.85,2764.60,2783.86,4.67,33.66,-0.12,0.7400,13.3800,1.4500,7.77,1.3700,3778.22,114.49,1.54
801040,¸ÖÌú,2010-09-13 00:00:00.0,2777.08,2807.93,2758.43,2787.11,4.55,31.57,0.53,0.7200,13.4000,1.4500,7.74,1.3000,3782.63,114.63,1.54
801040,¸ÖÌú,2010-09-10 00:00:00.0,2775.61,2792.17,2722.26,2772.40,5.39,37.51,0.02,0.8500,13.3300,1.4400,7.69,1.5900,3762.66,114.02,1.55
801040,¸ÖÌú,2010-09-09 00:00:00.0,2856.03,2856.08,2766.68,2771.79,7.06,46.61,-3.17,1.1200,13.3200,1.4400,7.66,1.7200,3761.83,114,1.55
801040,¸ÖÌú,2010-09-08 00:00:00.0,2871.24,2871.24,2821.47,2862.44,6.26,42.06,-0.79,0.9900,13.7600,1.4900,7.90,1.8600,3884.86,117.72,1.50
801040,¸ÖÌú,2010-09-07 00:00:00.0,2849.58,2922.36,2849.58,2885.28,12.92,79.52,1.50,2.0400,13.8700,1.5000,7.91,3.7700,3915.86,118.66,1.49
801040,¸ÖÌú,2010-09-06 00:00:00.0,2734.37,2858.40,2734.37,2842.52,13.76,87.06,5.04,2.1800,13.6600,1.4800,7.84,3.2600,3857.83,116.9,1.51
801040,¸ÖÌú,2010-09-03 00:00:00.0,2736.58,2737.60,2682.05,2706.02,6.23,43.89,-0.82,0.9900,13.0100,1.4100,7.58,1.6600,3672.57,111.29,1.58
801040,¸ÖÌú,2010-09-02 00:00:00.0,2705.64,2728.44,2704.29,2728.30,7.89,59,1.66,1.2500,13.1100,1.4200,7.61,2.3900,3702.81,112.21,1.57
801040,¸ÖÌú,2010-09-01 00:00:00.0,2673.95,2741.09,2665.63,2683.80,9.95,70.23,0.93,1.5700,12.9000,1.3900,7.38,2.7500,3642.41,110.38,1.60
801040,¸ÖÌú,2010-08-31 00:00:00.0,2653.81,2663.44,2641.41,2659.19,4.66,30.31,-0.10,0.7400,34.7300,1.3800,7.30,1.2900,3609.01,109.36,1.61
801040,¸ÖÌú,2010-08-30 00:00:00.0,2641.12,2672.69,2639.03,2661.88,4.65,28.73,1.67,0.7400,34.7700,1.3800,7.25,1.3200,3612.65,109.47,1.61
801040,¸ÖÌú,2010-08-27 00:00:00.0,2620.89,2628.15,2601.22,2618.26,3.87,22.08,-0.08,0.6100,34.2000,1.3600,7.10,1.5600,3553.45,107.68,1.64
801040,¸ÖÌú,2010-08-26 00:00:00.0,2631.84,2643.85,2610.64,2620.47,4.13,24.62,-0.36,0.6500,34.2300,1.3700,7.11,1.6100,3556.45,107.77,1.64
801040,¸ÖÌú,2010-08-25 00:00:00.0,2685.63,2695.40,2626.18,2629.88,7.95,45.12,-2.79,1.2600,34.3500,1.3700,7.13,2.4100,3569.22,108.16,1.63
801040,¸ÖÌú,2010-08-24 00:00:00.0,2638.71,2751.29,2610.78,2705.47,9.92,57.64,2.50,1.5700,35.3400,1.4100,7.36,3.0900,3671.82,111.27,1.59
801040,¸ÖÌú,2010-08-23 00:00:00.0,2639.92,2661.43,2631.35,2639.43,4.24,25.4,-0.14,0.6700,34.4700,1.3800,7.18,1.5100,3582.19,108.55,1.62
801040,¸ÖÌú,2010-08-20 00:00:00.0,2684.12,2687.29,2641.55,2643.06,5.45,33.63,-2.11,0.8600,34.5200,1.3800,7.16,1.6000,3587.12,108.7,1.73
801040,¸ÖÌú,2010-08-19 00:00:00.0,2683.96,2716.25,2662.56,2700.07,5.45,35.61,0.53,0.8600,35.2600,1.4100,7.31,1.6000,3664.5,111.05,1.69
801040,¸ÖÌú,2010-08-18 00:00:00.0,2700.07,2704.36,2661.81,2685.79,4.24,28.14,-0.39,0.6700,35.0800,1.4100,7.27,1.3300,3645.12,110.46,1.70
801040,¸ÖÌú,2010-08-17 00:00:00.0,2699.94,2712.69,2670.24,2696.38,4.92,32.76,0.14,0.7800,35.2200,1.4200,7.30,1.5100,3659.49,110.89,1.69
801040,¸ÖÌú,2010-08-16 00:00:00.0,2637.80,2692.70,2634.53,2692.62,5.38,34.73,2.12,0.8500,35.1700,1.4200,7.24,1.6100,3654.38,110.74,1.69
801040,¸ÖÌú,2010-08-13 00:00:00.0,2597.24,2637.43,2588.38,2636.82,3.11,19.98,1.57,0.4900,34.4400,1.3900,7.10,1.2600,3578.65,108.44,
801040,¸ÖÌú,2010-08-12 00:00:00.0,2612.99,2633.11,2591.88,2596.16,3.83,24.04,-1.67,0.6100,33.9100,1.3600,6.96,1.4100,3523.47,106.77,1.76
801040,¸ÖÌú,2010-08-11 00:00:00.0,2630.66,2649.55,2616.89,2640.13,3.73,24.11,0.00,0.5900,34.4800,1.3900,7.09,1.5500,3583.14,108.58,1.73
801040,¸ÖÌú,2010-08-10 00:00:00.0,2671.47,2729.95,2636.86,2640.24,7.56,47.85,-1.00,1.2000,34.4800,1.3900,7.06,2.1600,3583.28,108.58,1.73
801040,¸ÖÌú,2010-08-09 00:00:00.0,2651.71,2668.07,2639.72,2666.88,5.12,31.88,0.65,0.8100,34.8300,1.4000,7.26,1.4600,3619.43,109.68,1.71
801040,¸ÖÌú,2010-08-06 00:00:00.0,2606.89,2649.71,2592.09,2649.71,4.66,30.45,1.54,0.7400,34.6100,1.4000,7.17,1.4300,3596.14,108.97,1.72
801040,¸ÖÌú,2010-08-05 00:00:00.0,2629.64,2633.10,2591.46,2609.56,4.82,30.16,-1.02,0.7600,34.0800,1.3800,7.04,1.5400,3541.64,107.32,1.75
801040,¸ÖÌú,2010-08-04 00:00:00.0,2635.93,2651.59,2583.17,2636.55,5.41,33.44,-0.49,0.8600,34.4400,1.3900,7.06,1.7800,3578.27,108.43,1.73
801040,¸ÖÌú,2010-08-03 00:00:00.0,2722.28,2722.48,2649.15,2649.49,5.94,37.82,-2.35,0.9400,34.6000,1.4000,7.05,1.7700,3595.83,108.96,1.72
801040,¸ÖÌú,2010-08-02 00:00:00.0,2675.31,2713.58,2669.62,2713.12,5.34,33.55,1.20,0.8500,35.4400,1.4300,7.19,1.7600,3682.18,111.58,1.68
801040,¸ÖÌú,2010-07-30 00:00:00.0,2680.73,2681.12,2647.66,2680.94,4.83,30.86,-0.19,0.7600,35.0100,1.4100,7.08,1.8900,3638.5,110.26,1.70
801040,¸ÖÌú,2010-07-29 00:00:00.0,2630.37,2741.31,2630.37,2685.95,10.16,63.4,2.03,1.6100,35.0800,1.4200,7.14,3.0300,3645.31,110.46,1.70
801040,¸ÖÌú,2010-07-28 00:00:00.0,2571.43,2632.76,2560.25,2632.58,6.67,40.94,2.46,1.0600,34.4200,1.3900,7.03,2.0700,3576.63,108.38,1.63
801040,¸ÖÌú,2010-07-27 00:00:00.0,2577.04,2578.83,2554.53,2569.41,4.11,25.7,-0.47,0.6500,33.5900,1.3500,6.89,1.7300,3490.81,105.78,1.67
801040,¸ÖÌú,2010-07-26 00:00:00.0,2580.46,2584.19,2544.07,2581.65,4.99,32.74,0.03,0.7900,33.7500,1.3600,6.95,2.1600,3507.44,106.29,1.66
801040,¸ÖÌú,2010-07-23 00:00:00.0,2589.85,2594.36,2559.12,2580.81,5.54,33.93,-0.09,0.8800,33.7400,1.3600,6.89,2.1100,3506.29,106.25,1.69
801040,¸ÖÌú,2010-07-22 00:00:00.0,2562.78,2590.86,2558.23,2583.12,5.47,32.93,0.80,0.8700,33.7700,1.3600,6.89,2.1400,3509.43,106.35,1.69
801040,¸ÖÌú,2010-07-21 00:00:00.0,2538.31,2579.71,2536.28,2562.72,8.01,47.74,1.46,1.2700,33.5100,1.3500,6.81,2.7400,3481.71,105.51,1.71
801040,¸ÖÌú,2010-07-20 00:00:00.0,2483.41,2533.83,2483.41,2525.87,6.37,37.45,1.69,1.0100,33.0300,1.3300,6.68,2.1000,3431.86,104,1.72
801040,¸ÖÌú,2010-07-19 00:00:00.0,2400.75,2493.09,2396.40,2483.87,5.65,33.26,2.36,0.8900,32.4800,1.3100,6.51,2.7300,3374.79,102.27,1.75
801040,¸ÖÌú,2010-07-16 00:00:00.0,2385.61,2434.75,2376.27,2426.71,3.57,20.68,1.25,0.5700,31.7300,1.2800,6.33,2.3400,3297.13,99.91,1.79
801040,¸ÖÌú,2010-07-15 00:00:00.0,2421.40,2443.15,2395.71,2396.87,3.24,18.69,-1.21,0.5100,31.3400,1.2600,6.18,1.7700,3256.58,98.68,1.82
801040,¸ÖÌú,2010-07-14 00:00:00.0,2404.54,2440.92,2404.54,2426.29,3.23,18.92,0.81,0.5100,31.7200,1.2800,6.29,1.6200,3296.56,99.9,1.86
801040,¸ÖÌú,2010-07-13 00:00:00.0,2445.86,2445.86,2400.57,2406.91,3.34,18.83,-2.43,0.5300,31.4900,1.2700,6.25,1.6500,3272.61,99.17,1.80
801040,¸ÖÌú,2010-07-12 00:00:00.0,2449.31,2476.28,2437.50,2466.93,5,28.53,0.41,0.7900,32.2800,1.3000,6.40,2.1200,3354.22,101.64,1.76
801040,¸ÖÌú,2010-07-09 00:00:00.0,2363.91,2484.14,2347.92,2456.84,7.06,37.94,4.10,1.1200,32.1500,1.3000,6.33,2.7500,3340.5,101.23,1.76
801040,¸ÖÌú,2010-07-08 00:00:00.0,2387.09,2390.09,2350.12,2360.02,2.42,13.04,-0.53,0.3800,30.8800,1.2400,6.05,1.4100,3208.95,97.24,1.83
801040,¸ÖÌú,2010-07-07 00:00:00.0,2358.80,2373.60,2347.24,2372.53,2.85,15.55,0.58,0.4500,31.0400,1.2500,6.10,1.6400,3225.96,97.76,1.82
801040,¸ÖÌú,2010-07-06 00:00:00.0,2315.94,2359.65,2312.70,2358.79,3.13,16.87,1.21,0.5000,30.8600,1.2400,6.06,1.7500,3207.29,97.19,1.84
801040,¸ÖÌú,2010-07-05 00:00:00.0,2303.88,2352.71,2277.03,2330.53,3.24,17.09,0.20,0.5100,30.5000,1.2300,5.97,2.2900,3168.86,96.03,1.86
801040,¸ÖÌú,2010-07-02 00:00:00.0,2314.53,2329.64,2265.81,2325.93,3.38,17.37,0.46,0.5400,30.4400,1.2400,5.92,1.6400,3163.48,95.86,1.92
801040,¸ÖÌú,2010-07-01 00:00:00.0,2333.93,2352.96,2310.26,2315.36,2.67,13.82,-1.09,0.4200,30.3100,1.2400,5.91,1.7000,3149.11,95.43,1.93
801040,¸ÖÌú,2010-06-30 00:00:00.0,2364.35,2364.35,2328.42,2340.87,2.68,14.42,-1.51,0.4200,30.6400,1.2500,5.97,1.6400,3183.8,96.48,1.91
801040,¸ÖÌú,2010-06-29 00:00:00.0,2478.45,2482.69,2375.99,2376.81,4.19,22.38,-4.13,0.6600,31.1200,1.2700,6.13,1.8700,3233.77,97.99,1.84
801040,¸ÖÌú,2010-06-28 00:00:00.0,2479.05,2486.61,2466.41,2479.28,2.27,13.04,0.09,0.3600,32.4600,1.3200,6.48,1.6500,3373.18,102.22,1.77
801040,¸ÖÌú,2010-06-25 00:00:00.0,2490.66,2490.75,2464.87,2477.06,2.35,13.94,-0.97,0.3700,32.4300,1.3200,6.47,1.4900,3370.15,102.13,1.90
801040,¸ÖÌú,2010-06-24 00:00:00.0,2496.80,2523.18,2484.62,2501.28,2.7,15.98,-0.15,0.4300,32.7700,1.3400,6.61,1.7600,3405.39,103.19,1.81
801040,¸ÖÌú,2010-06-23 00:00:00.0,2521.10,2523.94,2487.42,2505.06,3.73,21.81,-1.88,0.5900,32.8200,1.3400,6.60,1.9800,3410.54,103.35,2.01
801040,¸ÖÌú,2010-06-22 00:00:00.0,2533.74,2570.32,2523.81,2553.15,3.55,22.06,0.43,0.5600,33.4800,1.3600,6.72,1.9000,3479.14,105.43,2.00
801040,¸ÖÌú,2010-06-21 00:00:00.0,2474.22,2544.80,2454.77,2542.13,4.6,26.69,2.86,0.7300,33.3400,1.3600,6.68,2.1000,3464.13,104.97,1.89
801040,¸ÖÌú,2010-06-18 00:00:00.0,2504.81,2522.89,2465.47,2471.47,3.08,17.41,-1.25,0.4900,32.4100,1.3200,6.46,1.3500,3368.18,102.07,1.94
801040,¸ÖÌú,2010-06-17 00:00:00.0,2541.53,2541.82,2500.70,2502.70,2.91,17.17,-1.18,0.4600,32.8300,1.3400,6.61,1.5100,3411.5,103.38,1.91
801040,¸ÖÌú,2010-06-11 00:00:00.0,2500.52,2559.32,2489.44,2532.66,5.23,30.34,1.72,0.8300,33.2200,1.3500,6.73,2.2400,3452.34,104.62,2.80
801040,¸ÖÌú,2010-06-10 00:00:00.0,2508.99,2512.01,2485.26,2489.80,3.45,20.33,-1.62,0.5500,32.6700,1.3300,6.62,1.3600,3394.58,102.87,2.83
801040,¸ÖÌú,2010-06-09 00:00:00.0,2476.52,2539.71,2451.81,2530.70,4.8,28.46,2.37,0.7600,33.2000,1.3500,6.68,1.6700,3450.34,104.56,2.79
801040,¸ÖÌú,2010-06-08 00:00:00.0,2466.58,2480.63,2454.29,2472.12,2.33,15.34,0.09,0.3700,32.4400,1.3200,6.50,1.2100,3370.48,102.14,2.87
801040,¸ÖÌú,2010-06-07 00:00:00.0,2481.04,2486.67,2449.79,2469.87,3.75,21.92,-2.37,0.5900,32.4100,1.3200,6.41,1.7100,3367.41,102.04,2.88
801040,¸ÖÌú,2010-06-04 00:00:00.0,2529.78,2533.15,2491.73,2529.72,3.07,18.59,-0.67,0.4900,33.1900,1.3500,6.52,1.7300,3449.02,104.52,2.82
801040,¸ÖÌú,2010-06-03 00:00:00.0,2569.26,2591.17,2540.97,2546.79,3.08,18.11,-0.67,0.4900,33.4500,1.3600,6.56,1.3800,3476.14,105.34,2.69
801040,¸ÖÌú,2010-06-02 00:00:00.0,2532.64,2563.89,2519.67,2563.89,2.54,14.99,0.84,0.4000,33.6800,1.3700,6.63,1.3300,3499.48,106.04,2.68
801040,¸ÖÌú,2010-06-01 00:00:00.0,2557.36,2571.75,2514.17,2542.63,3.32,19.85,-1.32,0.5200,33.4000,1.3600,6.55,1.4900,3470.46,105.17,2.70
801040,¸ÖÌú,2010-05-31 00:00:00.0,2634.15,2644.88,2568.35,2576.57,3.49,21.59,-2.87,0.5500,33.8400,1.3800,6.68,1.4700,3516.79,106.57,2.67
801040,¸ÖÌú,2010-05-28 00:00:00.0,2706.76,2708.80,2642.56,2652.75,4.16,26.79,-1.06,0.6600,34.8400,1.4200,6.96,1.6300,3620.78,109.72,2.59
801040,¸ÖÌú,2010-05-27 00:00:00.0,2643.66,2689.83,2608.61,2681.13,4.17,26.83,1.22,0.6600,35.2200,1.4300,7.04,1.7100,3659.51,110.89,2.56
801040,¸ÖÌú,2010-05-26 00:00:00.0,2650.89,2677.46,2634.21,2648.90,3.24,21.65,0.07,0.5100,34.7900,1.4100,6.91,1.7400,3615.52,109.56,2.59
801040,¸ÖÌú,2010-05-25 00:00:00.0,2697.87,2697.87,2632.33,2647.16,4.29,26.8,-2.50,0.6800,34.7700,1.4100,6.90,1.6200,3613.14,109.49,2.60
801040,¸ÖÌú,2010-05-24 00:00:00.0,2659.87,2724.38,2648.37,2714.92,6.57,39.47,3.05,1.0400,35.6600,1.4500,7.05,2.0200,3705.63,112.29,2.53
801040,¸ÖÌú,2010-05-21 00:00:00.0,2512.27,2634.46,2499.42,2634.45,5,32.47,2.57,0.7900,34.9400,1.4000,6.78,2.3200,3630.82,110.02,1.62
801040,¸ÖÌú,2010-05-20 00:00:00.0,2550.76,2626.36,2544.70,2568.34,4.55,28.77,0.17,0.7200,34.0600,1.3700,6.62,2.4900,3539.71,107.26,1.66
801040,¸ÖÌú,2010-05-19 00:00:00.0,2558.87,2599.93,2538.94,2564.03,3.7,22.67,-0.61,0.5900,34.0200,1.3600,6.67,1.8300,3535.36,107.13,1.62
801040,¸ÖÌú,2010-05-18 00:00:00.0,2511.13,2591.89,2492.97,2579.75,4.67,27.79,2.52,0.7400,34.2400,1.3700,6.72,2.1300,3557.85,107.81,1.58
801040,¸ÖÌú,2010-05-17 00:00:00.0,2656.00,2656.00,2515.57,2516.40,4.92,29.59,-6.42,0.7800,33.4000,1.3400,6.60,2.2600,3470.47,105.17,1.62
801040,¸ÖÌú,2010-05-14 00:00:00.0,2692.55,2695.60,2666.43,2689.08,3.58,23.34,-0.84,0.5700,35.6900,1.4300,7.18,1.8100,3708.62,112.38,1.53
801040,¸ÖÌú,2010-05-13 00:00:00.0,2666.80,2711.89,2643.53,2711.89,4.24,26.33,1.52,0.6700,36.0000,1.4400,7.31,1.9800,3741.11,113.37,1.49
801040,¸ÖÌú,2010-05-12 00:00:00.0,2662.47,2682.83,2608.90,2671.33,4.52,28.54,-0.68,0.7200,35.4600,1.4200,7.23,2.1600,3685.16,111.67,1.51
801040,¸ÖÌú,2010-05-11 00:00:00.0,2733.29,2772.06,2675.04,2689.61,6.38,40.49,0.32,1.0200,35.7100,1.4300,7.56,2.6700,3710.42,112.44,1.50
801040,¸ÖÌú,2010-05-10 00:00:00.0,2674.45,2693.63,2628.28,2681.12,3.63,23.57,0.27,0.5800,35.5900,1.4200,7.57,1.5700,3698.71,112.08,1.50
801040,¸ÖÌú,2010-05-07 00:00:00.0,2681.96,2714.52,2646.41,2673.97,5.03,32.73,-2.59,0.8000,35.5000,1.4200,7.60,1.9600,3688.82,111.78,1.51
801040,¸ÖÌú,2010-05-06 00:00:00.0,2850.09,2850.09,2742.77,2745.02,4.34,29.74,-4.31,0.6900,36.4400,1.4600,7.94,1.6800,3786.86,114.75,1.47
801040,¸ÖÌú,2010-05-05 00:00:00.0,2836.04,2869.08,2768.90,2868.51,4.51,31.54,0.30,0.7200,38.0800,1.5200,8.36,1.8500,3957.22,119.92,1.41
801040,¸ÖÌú,2010-05-04 00:00:00.0,2877.94,2899.73,2850.82,2859.94,3.49,23.6,-2.00,0.5600,37.9700,1.5200,8.25,1.9300,3945.4,119.56,1.41
801040,¸ÖÌú,2010-04-30 00:00:00.0,2846.06,2918.58,2835.72,2918.17,5.36,35.68,2.69,0.8500,124.0200,1.5500,8.35,2.1500,4014.94,121.66,1.39
801040,¸ÖÌú,2010-04-29 00:00:00.0,2850.45,2885.74,2841.43,2841.83,3.18,23.76,-1.18,0.5100,120.7800,1.5300,8.28,1.3100,3909.91,118.48,1.42
801040,¸ÖÌú,2010-04-28 00:00:00.0,2817.42,2881.97,2794.93,2875.86,4.35,30.32,0.99,0.6900,122.2200,1.5500,8.46,1.8000,3956.73,119.9,1.41
801040,¸ÖÌú,2010-04-27 00:00:00.0,2921.23,2921.65,2812.82,2847.56,5.42,37.69,-2.77,0.8600,121.0200,1.5100,8.44,1.8100,3917.79,118.72,1.42
801040,¸ÖÌú,2010-04-26 00:00:00.0,2975.85,2986.97,2923.39,2928.77,4.54,33.13,-1.08,0.7200,124.4700,1.5600,8.72,1.6900,4029.52,122.11,1.38
801040,¸ÖÌú,2010-04-23 00:00:00.0,2987.32,3004.98,2954.86,2960.71,4.59,33.25,-1.28,0.7300,125.8400,1.6400,8.79,1.4600,4073.73,123.45,1.37
801040,¸ÖÌú,2010-04-22 00:00:00.0,3044.25,3046.41,2974.02,2999.17,5.09,39.62,-1.71,0.8100,127.4700,1.6600,8.86,1.5700,4126.64,125.05,1.35
801040,¸ÖÌú,2010-04-21 00:00:00.0,3009.21,3055.18,2984.95,3051.26,5.53,41.99,1.53,0.8800,129.6900,1.6900,8.97,1.7300,4198.31,127.22,1.33
801040,¸ÖÌú,2010-04-20 00:00:00.0,3059.67,3080.79,2972.25,3005.34,6.36,45.6,-1.88,1.0100,127.7300,1.6700,8.83,2.2200,4135.12,125.31,1.35
801040,¸ÖÌú,2010-04-19 00:00:00.0,3222.68,3222.75,3061.01,3062.80,7.96,58.49,-5.93,1.2700,130.1800,1.7100,8.85,2.4300,4214.18,127.7,1.32
801040,¸ÖÌú,2010-04-16 00:00:00.0,3289.72,3292.51,3253.69,3256.04,4.53,36.29,-1.16,0.7200,138.3900,1.8100,9.37,2.1600,4480.06,135.76,1.24
801040,¸ÖÌú,2010-04-15 00:00:00.0,3299.78,3313.26,3268.87,3294.14,6.4,50.65,0.00,1.0200,140.0100,1.8300,9.42,2.2600,4532.48,137.35,1.23
801040,¸ÖÌú,2010-04-14 00:00:00.0,3285.46,3302.89,3280.39,3294.20,5.58,47.98,0.61,0.8900,140.0100,1.8300,9.45,2.1300,4532.57,137.35,1.23
801040,¸ÖÌú,2010-04-13 00:00:00.0,3247.37,3285.46,3224.08,3274.10,6.05,50.6,0.80,0.9600,139.1600,1.8200,9.35,1.6800,4504.91,136.51,1.24
