Ö¸Êý´úÂë,Ö¸ÊýÃû³Æ,·¢²¼ÈÕÆÚ,¿ªÅÌÖ¸Êý,×î¸ßÖ¸Êý,×îµÍÖ¸Êý,ÊÕÅÌÖ¸Êý,³É½»Á¿(ÒÚ¹É),³É½»¶î(ÒÚÔª),ÕÇµø·ù(%),»»ÊÖÂÊ(%),ÊÐÓ¯ÂÊ(±¶),ÊÐ¾»ÂÊ(±¶),¾ù¼Û(Ôª),³É½»¶îÕ¼±È(%),Á÷Í¨ÊÐÖµ(ÒÚÔª),Æ½¾ùÁ÷Í¨ÊÐÖµ(ÒÚÔª),¹ÉÏ¢ÂÊ(%)
801040,¸ÖÌú,2023-01-06 00:00:00.0,2324.53,2352.73,2321.17,2335.36,8.98,43.92,0.63,1.1500,16.7400,1.0100,7.83,0.5600,3074.83,69.88,4.55
801040,¸ÖÌú,2023-01-05 00:00:00.0,2316.62,2326.93,2308.82,2320.77,7.96,36.96,0.38,1.0200,16.6300,1.0000,7.78,0.4700,3055.62,69.45,4.58
801040,¸ÖÌú,2023-01-04 00:00:00.0,2311.31,2328.01,2305.35,2311.94,8.8,38.3,0.00,1.1300,16.5700,1.0000,7.74,0.5200,3043.99,69.18,4.60
801040,¸ÖÌú,2023-01-03 00:00:00.0,2283.34,2318.34,2277.52,2311.89,8.82,38.08,1.13,1.1300,16.5800,1.0000,7.70,0.5200,3043.58,69.17,4.60
801040,¸ÖÌú,2022-12-30 00:00:00.0,2299.31,2299.31,2278.58,2285.98,6.62,29.64,-0.20,0.8500,16.3900,0.9900,7.55,0.5200,3009.47,68.4,4.65
801040,¸ÖÌú,2022-12-29 00:00:00.0,2315.16,2315.16,2289.81,2290.58,8.56,36.48,-1.03,1.1000,16.4300,0.9900,7.56,0.6300,3015.52,68.53,4.64
801040,¸ÖÌú,2022-12-28 00:00:00.0,2317.06,2329.28,2303.99,2314.44,8.15,37.15,-0.06,1.0500,16.6000,1.0000,7.65,0.6100,3046.92,69.25,4.59
801040,¸ÖÌú,2022-12-27 00:00:00.0,2296.24,2318.87,2296.23,2315.84,7.73,31.03,1.29,0.9900,16.6000,1.0000,7.69,0.5000,3048.77,69.29,4.59
801040,¸ÖÌú,2022-12-26 00:00:00.0,2276.45,2287.95,2273.46,2286.37,6.75,28.78,0.47,0.8700,16.3900,0.9900,7.60,0.5000,3009.97,68.41,4.65
801040,¸ÖÌú,2022-12-23 00:00:00.0,2272.91,2288.63,2258.66,2275.74,6.33,27.25,-0.21,0.8100,16.3600,0.9800,7.49,0.5000,3003.33,68.26,4.66
801040,¸ÖÌú,2022-12-22 00:00:00.0,2331.83,2350.47,2274.73,2280.56,9.58,39.21,-1.46,1.2200,16.3900,0.9800,7.59,0.6300,3009.69,68.4,4.65
801040,¸ÖÌú,2022-12-21 00:00:00.0,2324.96,2341.27,2307.74,2314.33,6.79,29.99,-0.48,0.8700,16.6400,1.0000,7.69,0.5600,3054.26,69.42,4.58
801040,¸ÖÌú,2022-12-20 00:00:00.0,2327.33,2346.72,2316.38,2325.52,8.28,34.65,-0.26,1.0600,16.7200,1.0000,7.76,0.5800,3069.03,69.75,4.56
801040,¸ÖÌú,2022-12-19 00:00:00.0,2391.99,2400.74,2327.46,2331.60,14.29,57.31,-2.77,1.8200,16.7600,1.0100,7.70,0.8100,3077.06,69.93,4.55
801040,¸ÖÌú,2022-12-16 00:00:00.0,2361.40,2414.32,2361.40,2398.01,14.65,62.87,1.07,1.8700,17.2400,1.0400,7.88,0.8900,3164.87,71.93,4.42
801040,¸ÖÌú,2022-12-15 00:00:00.0,2383.84,2387.80,2364.01,2372.59,9.81,41.25,-0.59,1.2500,17.0700,1.0200,7.89,0.5800,3130.9,71.16,4.47
801040,¸ÖÌú,2022-12-14 00:00:00.0,2408.47,2418.68,2383.47,2386.77,11.43,49.64,-0.95,1.4600,17.1700,1.0300,7.89,0.6600,3149.61,71.58,4.44
801040,¸ÖÌú,2022-12-13 00:00:00.0,2392.07,2423.60,2392.07,2409.70,16.16,60.16,1.10,2.0500,17.3500,1.0400,7.98,0.7900,3193.38,72.58,4.38
801040,¸ÖÌú,2022-12-12 00:00:00.0,2444.16,2444.16,2381.69,2383.51,17.96,78.93,-2.55,2.2800,17.1600,1.0300,7.97,0.9400,3158.67,71.79,4.43
801040,¸ÖÌú,2022-12-09 00:00:00.0,2425.66,2458.61,2414.42,2445.86,18.8,87.1,1.06,2.3900,17.6100,1.0500,8.19,0.9400,3239.04,73.61,4.32
801040,¸ÖÌú,2022-12-08 00:00:00.0,2424.97,2433.20,2411.24,2420.16,10.76,50.88,-0.16,1.3700,17.4400,1.0400,8.09,0.6300,3204.55,72.83,4.39
801040,¸ÖÌú,2022-12-07 00:00:00.0,2449.61,2449.61,2419.51,2424.04,14.43,62.44,-1.18,1.8300,17.4700,1.0400,8.09,0.7000,3209.69,72.95,4.38
801040,¸ÖÌú,2022-12-06 00:00:00.0,2456.74,2462.05,2442.80,2453.00,14.99,66.42,-0.36,1.9000,17.6800,1.0600,8.11,0.7100,3248.03,73.82,4.33
801040,¸ÖÌú,2022-12-05 00:00:00.0,2402.56,2471.85,2402.56,2461.92,24.69,97.42,2.83,3.1300,17.7400,1.0600,8.15,0.9900,3259.84,74.09,4.32
801040,¸ÖÌú,2022-12-02 00:00:00.0,2409.27,2409.27,2391.42,2394.19,9.81,46.22,-0.60,1.2500,17.2500,1.0300,8.03,0.5800,3170.16,72.05,4.44
801040,¸ÖÌú,2022-12-01 00:00:00.0,2410.54,2422.56,2407.31,2408.63,15.28,72.14,0.52,1.9400,17.3600,1.0400,8.09,0.7300,3189.28,72.48,4.41
801040,¸ÖÌú,2022-11-30 00:00:00.0,2405.77,2410.18,2390.97,2396.22,13.78,58.64,-0.43,1.7500,17.2700,1.0300,8.02,0.6700,3172.85,72.11,4.43
801040,¸ÖÌú,2022-11-29 00:00:00.0,2374.05,2409.23,2372.24,2406.53,16.28,70.72,1.79,2.0200,17.0200,1.0200,8.08,0.7800,3294.27,74.87,4.27
801040,¸ÖÌú,2022-11-28 00:00:00.0,2368.13,2368.13,2333.70,2364.23,11.85,51.34,-1.04,1.4700,16.7200,1.0000,7.98,0.7300,3236.37,73.55,4.35
801040,¸ÖÌú,2022-11-25 00:00:00.0,2371.49,2395.75,2367.06,2389.11,12.96,59,0.58,1.6100,16.9400,1.0100,8.07,0.8600,3267.02,74.25,4.67
801040,¸ÖÌú,2022-11-24 00:00:00.0,2374.75,2388.87,2369.72,2375.33,11.19,58.6,0.36,1.3900,16.8400,1.0000,8.10,0.8500,3248.17,73.82,4.70
801040,¸ÖÌú,2022-11-23 00:00:00.0,2346.74,2372.84,2344.61,2366.76,12.86,56.23,0.72,1.5900,16.7800,1.0000,8.04,0.7400,3236.45,73.56,4.72
801040,¸ÖÌú,2022-11-22 00:00:00.0,2340.29,2370.32,2336.56,2349.91,13.73,57.74,0.46,1.7000,16.6600,0.9900,8.01,0.7100,3213.22,73.03,4.75
801040,¸ÖÌú,2022-11-21 00:00:00.0,2332.48,2341.78,2314.52,2339.24,12.69,58.82,0.02,1.5700,16.5800,0.9900,8.02,0.7500,3198.62,72.7,4.77
801040,¸ÖÌú,2022-11-18 00:00:00.0,2346.35,2358.28,2333.91,2338.86,12.49,52.52,-0.32,1.5500,16.5800,0.9900,7.93,0.5800,3198.11,72.68,4.77
801040,¸ÖÌú,2022-11-17 00:00:00.0,2344.98,2346.40,2330.46,2346.40,10.18,46.69,-0.19,1.2600,16.6400,0.9900,8.00,0.5600,3208.41,72.92,4.76
801040,¸ÖÌú,2022-11-16 00:00:00.0,2362.29,2363.59,2347.64,2350.87,10.95,50.89,-0.45,1.3600,16.6700,0.9900,8.05,0.5800,3214.53,73.06,4.75
801040,¸ÖÌú,2022-11-15 00:00:00.0,2336.38,2364.86,2332.89,2361.51,14.35,61.97,0.97,1.7800,16.7400,1.0000,8.07,0.6400,3229.08,73.39,4.73
801040,¸ÖÌú,2022-11-14 00:00:00.0,2365.61,2374.75,2330.94,2338.76,19.7,79.74,-0.85,2.4400,16.5800,0.9900,7.92,0.8000,3197.97,72.68,4.77
801040,¸ÖÌú,2022-11-11 00:00:00.0,2378.63,2390.11,2348.38,2358.83,27.54,100.14,0.70,3.4200,16.7200,0.9900,7.89,0.8800,3220.71,73.2,4.74
801040,¸ÖÌú,2022-11-10 00:00:00.0,2328.08,2349.58,2313.02,2342.37,27.22,92.98,0.58,3.3800,16.6000,0.9900,7.88,1.2100,3198.23,72.69,4.77
801040,¸ÖÌú,2022-11-09 00:00:00.0,2328.57,2344.94,2325.59,2328.91,13.77,72.55,0.52,1.7100,16.5100,0.9800,8.01,1.0100,3179.85,72.27,4.80
801040,¸ÖÌú,2022-11-08 00:00:00.0,2314.60,2323.12,2302.36,2316.79,15.71,78.25,0.23,1.9500,16.4200,0.9800,7.93,1.0200,3163.3,71.89,4.83
801040,¸ÖÌú,2022-11-07 00:00:00.0,2280.66,2336.84,2280.66,2311.55,23.76,101.04,1.69,2.9500,16.3800,0.9700,7.91,1.1000,3156.14,71.73,4.84
801040,¸ÖÌú,2022-11-04 00:00:00.0,2217.10,2275.60,2217.04,2273.08,17.39,78.85,2.83,2.1600,16.1100,0.9600,7.80,0.8000,3103.62,70.54,4.92
801040,¸ÖÌú,2022-11-03 00:00:00.0,2199.00,2215.67,2198.05,2210.52,9.83,49.08,-0.02,1.2200,15.6700,0.9300,7.54,0.6100,3018.2,68.6,5.06
801040,¸ÖÌú,2022-11-02 00:00:00.0,2198.74,2218.99,2195.95,2210.86,12.68,55.8,0.43,1.5700,15.6700,0.9300,7.47,0.5800,3018.67,68.61,5.06
801040,¸ÖÌú,2022-11-01 00:00:00.0,2162.17,2203.04,2162.17,2201.47,12.26,51.32,1.93,1.5200,15.6000,0.9300,7.41,0.5700,3005.85,68.31,5.08
801040,¸ÖÌú,2022-10-31 00:00:00.0,2153.90,2176.91,2141.54,2159.72,12.6,56.31,-0.35,1.5600,10.5900,0.9100,7.25,0.7100,2948.84,67.02,5.18
801040,¸ÖÌú,2022-10-28 00:00:00.0,2238.93,2238.93,2162.59,2167.38,15.65,65.6,-3.91,1.9400,10.6300,0.9100,7.26,0.7900,2959.3,67.26,5.16
801040,¸ÖÌú,2022-10-27 00:00:00.0,2264.90,2279.07,2255.65,2255.65,12.05,58.45,-0.36,1.4900,11.0600,0.9400,7.59,0.6900,3079.82,70,4.96
801040,¸ÖÌú,2022-10-26 00:00:00.0,2256.32,2285.34,2256.32,2263.70,14.58,65.16,0.20,1.8100,11.1000,0.9400,7.69,0.7800,3090.82,70.25,4.94
801040,¸ÖÌú,2022-10-25 00:00:00.0,2248.88,2274.52,2233.67,2259.14,11.35,58.84,0.17,1.4100,11.0800,0.9500,7.61,0.8000,3084.58,70.1,4.95
801040,¸ÖÌú,2022-10-24 00:00:00.0,2272.85,2303.35,2244.74,2255.30,13.84,69.47,-0.56,1.7200,11.0600,0.9500,7.64,0.8600,3079.34,69.99,4.96
801040,¸ÖÌú,2022-10-21 00:00:00.0,2266.75,2285.32,2262.87,2267.99,10.71,55.3,0.38,1.3300,11.1200,0.9500,7.49,0.8500,3096.66,70.38,4.93
801040,¸ÖÌú,2022-10-20 00:00:00.0,2267.17,2283.50,2236.75,2259.30,11.79,52.88,-0.55,1.4600,11.0800,0.9500,7.49,0.7300,3084.79,70.11,4.95
801040,¸ÖÌú,2022-10-19 00:00:00.0,2289.92,2298.02,2271.06,2271.87,10.96,54.67,-0.77,1.3600,11.1400,0.9500,7.50,0.7900,3101.96,70.5,4.92
801040,¸ÖÌú,2022-10-18 00:00:00.0,2306.51,2306.51,2287.41,2289.52,9.8,47.4,-0.27,1.2100,11.2300,0.9600,7.55,0.6500,3126.06,71.05,4.88
801040,¸ÖÌú,2022-10-17 00:00:00.0,2261.58,2301.51,2258.91,2295.81,11.21,48.88,1.25,1.3900,11.2600,0.9600,7.54,0.6700,3134.64,71.24,4.87
801040,¸ÖÌú,2022-10-14 00:00:00.0,2237.49,2273.09,2237.22,2267.54,12.99,55.59,1.86,1.6100,11.1200,0.9500,7.44,0.7100,3096.03,70.36,5.71
801040,¸ÖÌú,2022-10-13 00:00:00.0,2227.07,2238.70,2219.88,2226.14,11.02,46.77,-0.82,1.3700,10.9100,0.9300,7.31,0.7000,3039.51,69.08,5.95
801040,¸ÖÌú,2022-10-12 00:00:00.0,2218.81,2245.65,2178.22,2244.49,12.16,52.61,1.33,1.5100,11.0000,0.9400,7.38,0.8000,3064.56,69.65,5.48
801040,¸ÖÌú,2022-10-11 00:00:00.0,2206.49,2219.13,2185.74,2215.09,9.44,39.12,0.29,1.1700,10.8600,0.9300,7.31,0.7500,3023.73,68.72,5.56
801040,¸ÖÌú,2022-10-10 00:00:00.0,2225.78,2248.48,2201.98,2208.76,11.52,46.77,-0.53,1.4300,10.8000,0.9300,7.28,0.8100,3014.03,68.5,5.58
801040,¸ÖÌú,2022-09-30 00:00:00.0,2218.98,2236.16,2215.22,2220.52,8.91,37.88,0.07,1.1100,10.8500,0.9300,7.38,0.7300,3030.07,68.87,5.58
801040,¸ÖÌú,2022-09-29 00:00:00.0,2246.57,2251.48,2212.09,2218.92,10.21,43.64,-0.32,1.2700,10.8400,0.9300,7.42,0.7500,3027.89,68.82,5.58
801040,¸ÖÌú,2022-09-28 00:00:00.0,2290.11,2290.11,2226.14,2226.14,12.11,52.88,-3.11,1.5000,10.8800,0.9300,7.39,0.8800,3037.17,69.03,5.56
801040,¸ÖÌú,2022-09-27 00:00:00.0,2279.63,2298.94,2260.32,2297.53,11.71,51.93,0.84,1.4500,11.2300,0.9600,7.70,0.8400,3134.65,71.24,5.39
801040,¸ÖÌú,2022-09-26 00:00:00.0,2338.97,2338.97,2278.43,2278.43,14.68,60.37,-3.21,1.8200,11.1300,0.9600,7.69,0.9800,3108.59,70.65,5.40
801040,¸ÖÌú,2022-09-23 00:00:00.0,2373.59,2385.63,2337.64,2354.07,14.85,67.77,-1.01,1.8400,11.5000,0.9900,7.93,1.1000,3211.78,73,5.23
801040,¸ÖÌú,2022-09-22 00:00:00.0,2363.70,2409.03,2363.59,2378.11,16.68,76.6,0.11,2.0700,11.6200,1.0000,8.08,1.2900,3244.59,73.74,5.18
801040,¸ÖÌú,2022-09-21 00:00:00.0,2340.45,2385.01,2312.04,2375.39,15.4,64.68,1.29,1.9100,11.6100,1.0000,8.07,1.0900,3240.38,73.64,5.18
801040,¸ÖÌú,2022-09-20 00:00:00.0,2347.67,2366.98,2339.64,2345.13,10.61,48.07,0.28,1.3200,11.4600,0.9800,8.02,0.7900,3199.1,72.71,5.25
801040,¸ÖÌú,2022-09-19 00:00:00.0,2371.41,2371.41,2329.36,2338.65,13.21,54.97,-1.51,1.6400,11.4300,0.9800,7.95,0.9000,3190.26,72.51,5.26
801040,¸ÖÌú,2022-09-16 00:00:00.0,2439.02,2439.02,2374.46,2374.46,15.9,72.46,-2.74,1.9700,11.6000,1.0000,8.12,0.9700,3239.12,73.62,5.18
801040,¸ÖÌú,2022-09-15 00:00:00.0,2472.75,2481.23,2421.51,2441.40,15.19,76.57,-0.82,1.8800,11.9300,1.0200,8.27,0.8900,3330.44,75.69,5.04
801040,¸ÖÌú,2022-09-14 00:00:00.0,2455.66,2481.62,2451.93,2461.53,11.73,60.79,-0.91,1.4600,12.0300,1.0300,8.36,0.9000,3357.9,76.32,5.00
801040,¸ÖÌú,2022-09-13 00:00:00.0,2505.76,2505.76,2482.74,2484.22,11.84,62.19,-0.59,1.4700,12.1300,1.0400,8.41,0.8600,3384.02,76.91,4.96
801040,¸ÖÌú,2022-09-09 00:00:00.0,2495.87,2504.81,2483.13,2499.04,13.18,68.46,-0.02,1.6400,12.2000,1.0500,8.47,0.9400,3404.21,77.37,4.93
801040,¸ÖÌú,2022-09-08 00:00:00.0,2485.33,2516.68,2482.58,2499.61,15.13,78.08,0.85,1.8800,12.2100,1.0500,8.47,1.0600,3404.99,77.39,4.93
801040,¸ÖÌú,2022-09-07 00:00:00.0,2473.89,2479.97,2464.10,2478.50,11.46,57.01,-0.09,1.4200,12.1000,1.0400,8.35,0.7000,3374.5,76.69,4.98
801040,¸ÖÌú,2022-09-06 00:00:00.0,2458.01,2482.20,2456.28,2480.70,13.54,65.19,1.18,1.6800,12.1100,1.0400,8.34,0.8000,3377.5,76.76,4.97
801040,¸ÖÌú,2022-09-05 00:00:00.0,2415.43,2452.92,2408.88,2451.66,12.83,58.08,1.46,1.5900,11.9700,1.0300,8.23,0.8100,3337.96,75.86,5.03
801040,¸ÖÌú,2022-09-02 00:00:00.0,2428.11,2432.70,2407.62,2416.40,9.41,45.39,-0.48,1.1700,11.8000,1.0100,8.13,0.6600,3289.59,74.76,5.11
801040,¸ÖÌú,2022-09-01 00:00:00.0,2439.39,2460.36,2424.11,2428.03,10.66,52.36,-0.52,1.3200,11.8500,1.0200,8.17,0.7100,3305.42,75.12,5.08
801040,¸ÖÌú,2022-08-31 00:00:00.0,2480.88,2483.33,2434.38,2440.83,14.41,67.07,-1.77,1.7900,8.4300,1.0200,8.13,0.7200,3322.85,75.52,5.05
801040,¸ÖÌú,2022-08-30 00:00:00.0,2492.81,2502.84,2476.91,2484.93,12.12,59.03,-0.25,1.5000,8.5800,1.0400,8.36,0.7500,3382.89,76.88,4.96
801040,¸ÖÌú,2022-08-29 00:00:00.0,2448.17,2491.19,2434.47,2491.19,12.25,57.18,0.74,1.5200,8.6000,1.0400,8.42,0.7300,3391.42,77.08,4.95
801040,¸ÖÌú,2022-08-26 00:00:00.0,2495.55,2497.69,2468.51,2472.83,11.19,55.77,-0.82,1.3900,8.5400,1.0300,8.28,0.6400,3369.7,76.58,4.98
801040,¸ÖÌú,2022-08-25 00:00:00.0,2480.47,2494.78,2452.85,2493.36,13.53,65.67,0.65,1.6800,8.6100,1.0400,8.30,0.7100,3397.68,77.22,4.94
801040,¸ÖÌú,2022-08-24 00:00:00.0,2541.85,2553.77,2476.88,2477.20,18.99,90.97,-2.39,2.3600,8.5600,1.0300,8.27,0.8700,3375.67,76.72,4.98
801040,¸ÖÌú,2022-08-23 00:00:00.0,2551.67,2551.67,2525.71,2537.93,14.29,71.49,-0.81,1.7700,8.7600,1.0600,8.46,0.7700,3457.53,78.58,4.86
801040,¸ÖÌú,2022-08-22 00:00:00.0,2517.43,2562.75,2507.80,2558.75,14.99,82.16,1.52,1.8600,8.8400,1.0600,8.48,0.8700,3485.9,79.23,4.82
801040,¸ÖÌú,2022-08-19 00:00:00.0,2530.35,2541.42,2520.54,2520.54,13.64,73.08,-0.51,1.6900,8.7000,1.0500,8.44,0.7100,3433.84,78.04,4.90
801040,¸ÖÌú,2022-08-18 00:00:00.0,2558.76,2558.76,2530.02,2533.51,15.58,80.76,-1.20,1.9300,8.7500,1.0500,8.63,0.8300,3451.51,78.44,4.85
801040,¸ÖÌú,2022-08-17 00:00:00.0,2580.53,2580.53,2542.36,2564.41,17.04,92.21,-0.36,2.1100,8.8500,1.0600,8.57,0.9200,3493.61,79.4,4.79
801040,¸ÖÌú,2022-08-16 00:00:00.0,2552.28,2580.41,2548.71,2573.60,18.77,95.8,0.82,2.3300,8.8900,1.0700,8.64,1.0100,3506.14,79.68,4.77
801040,¸ÖÌú,2022-08-15 00:00:00.0,2536.59,2559.41,2535.88,2552.60,15.88,78.98,0.55,1.9700,8.8100,1.0600,8.55,0.8700,3477.53,79.03,4.81
801040,¸ÖÌú,2022-08-12 00:00:00.0,2539.63,2554.16,2535.52,2538.53,13.36,68.26,-0.17,1.6600,8.7600,1.0500,8.57,0.7400,3458.44,78.6,4.84
801040,¸ÖÌú,2022-08-11 00:00:00.0,2533.07,2544.89,2528.25,2542.81,13.8,69.29,0.82,1.7100,8.7800,1.0500,8.69,0.7000,3464.27,78.73,4.83
801040,¸ÖÌú,2022-08-10 00:00:00.0,2536.75,2544.75,2514.15,2522.21,13.75,69.34,-0.54,1.7100,8.7100,1.0400,8.62,0.7800,3436.2,78.1,4.87
801040,¸ÖÌú,2022-08-09 00:00:00.0,2525.56,2542.18,2519.45,2536.00,12.33,64.11,0.33,1.5300,8.7600,1.0500,8.55,0.7400,3454.98,78.52,4.84
801040,¸ÖÌú,2022-08-08 00:00:00.0,2504.30,2533.28,2496.02,2527.71,14.29,69.87,0.76,1.7700,8.7300,1.0500,8.46,0.8100,3443.69,78.27,4.86
801040,¸ÖÌú,2022-08-05 00:00:00.0,2472.30,2509.44,2459.73,2508.64,14.66,65.7,1.47,1.8200,8.6600,1.0400,8.32,0.7300,3417.72,77.68,4.90
801040,¸ÖÌú,2022-08-04 00:00:00.0,2473.33,2480.36,2446.18,2472.36,14.15,65.31,0.24,1.7600,8.5400,1.0200,8.21,0.7900,3368.28,76.55,4.97
801040,¸ÖÌú,2022-08-03 00:00:00.0,2493.90,2535.24,2464.04,2466.51,21.07,99.98,-1.32,2.6100,8.5200,1.0200,8.15,0.9700,3360.32,76.37,4.98
801040,¸ÖÌú,2022-08-02 00:00:00.0,2572.09,2572.09,2473.88,2499.57,25.83,114.65,-3.41,3.2000,8.6300,1.0300,8.24,1.0400,3405.35,77.39,4.92
801040,¸ÖÌú,2022-08-01 00:00:00.0,2603.99,2603.99,2579.77,2587.93,16.34,77.32,-0.86,2.0300,8.9400,1.0700,8.53,0.8300,3525.72,80.13,4.75
801040,¸ÖÌú,2022-07-29 00:00:00.0,2608.59,2630.42,2603.10,2610.32,24.33,120.47,0.21,3.0300,9.6400,1.1600,11.57,1.2700,3833.77,87.13,4.37
801040,¸ÖÌú,2022-07-28 00:00:00.0,2621.34,2621.34,2594.94,2604.93,17.82,103.25,-0.21,2.2200,9.6200,1.1600,11.67,1.1000,3825.86,86.95,4.38
801040,¸ÖÌú,2022-07-27 00:00:00.0,2601.69,2614.06,2588.48,2610.34,15.02,86.53,0.12,1.8700,9.6400,1.1600,11.82,1.0700,3833.81,87.13,4.37
801040,¸ÖÌú,2022-07-26 00:00:00.0,2581.14,2617.23,2581.14,2607.24,15.1,89.03,1.12,1.8800,9.6300,1.1600,11.89,1.1400,3829.26,87.03,4.38
801040,¸ÖÌú,2022-07-25 00:00:00.0,2621.23,2621.23,2572.12,2578.30,19.04,102.58,-1.75,2.3700,9.5200,1.1500,11.62,1.2700,3786.76,86.06,4.43
801040,¸ÖÌú,2022-07-22 00:00:00.0,2632.23,2641.26,2606.63,2624.28,23.83,128.33,-0.56,2.9600,9.6900,1.1700,11.78,1.4500,3854.29,87.6,4.35
801040,¸ÖÌú,2022-07-21 00:00:00.0,2645.79,2672.70,2633.50,2638.93,32.16,173.77,-0.79,4.0000,9.7500,1.1700,11.71,1.8200,3875.8,88.09,4.33
801040,¸ÖÌú,2022-07-20 00:00:00.0,2623.21,2668.80,2623.21,2660.03,26.94,143.11,1.37,3.3500,9.8200,1.1800,11.84,1.5900,3906.8,88.79,3.98
801040,¸ÖÌú,2022-07-19 00:00:00.0,2619.40,2625.85,2593.02,2623.96,23.32,113.71,0.15,2.9000,9.6900,1.1700,11.73,1.2100,3853.81,87.59,4.04
801040,¸ÖÌú,2022-07-18 00:00:00.0,2574.57,2622.03,2574.57,2620.00,24.64,121.34,1.65,3.0600,9.6700,1.1700,11.75,1.2600,3847.99,87.45,4.05
801040,¸ÖÌú,2022-07-15 00:00:00.0,2629.40,2644.44,2577.18,2577.40,29.61,142.6,-2.64,3.6800,9.5200,1.1500,11.61,1.3800,3785.42,86.03,4.03
801040,¸ÖÌú,2022-07-14 00:00:00.0,2671.57,2671.57,2635.27,2647.38,26.78,143.48,-0.92,3.3300,9.7800,1.1800,11.66,1.4800,3888.2,88.37,3.92
801040,¸ÖÌú,2022-07-13 00:00:00.0,2680.32,2682.91,2650.59,2671.84,28.21,142.54,-0.28,3.5100,9.8700,1.1900,11.66,1.6000,3924.13,89.18,3.89
801040,¸ÖÌú,2022-07-12 00:00:00.0,2667.56,2712.27,2666.81,2679.36,23.07,124.43,0.52,2.8700,9.9000,1.1900,11.67,1.3500,3935.17,89.44,3.88
801040,¸ÖÌú,2022-07-11 00:00:00.0,2688.46,2688.89,2651.85,2665.42,27.43,145.05,-1.53,3.4100,9.8500,1.1900,11.74,1.5200,3914.7,88.97,3.90
801040,¸ÖÌú,2022-07-08 00:00:00.0,2745.32,2745.32,2702.99,2706.75,24.91,125.74,-1.29,3.1000,10.0000,1.2000,12.16,1.3000,3975.4,90.35,3.98
801040,¸ÖÌú,2022-07-07 00:00:00.0,2703.53,2757.82,2703.53,2742.25,25.63,129.11,0.96,3.1900,10.1300,1.2200,12.24,1.3000,4027.52,91.53,3.94
801040,¸ÖÌú,2022-07-06 00:00:00.0,2752.76,2753.92,2699.53,2716.26,35.26,164.48,-1.16,4.3900,10.0300,1.2100,12.08,1.6100,3984.04,90.55,3.98
801040,¸ÖÌú,2022-07-05 00:00:00.0,2706.51,2762.13,2706.51,2748.02,33.98,148.95,1.81,4.2300,10.1500,1.2200,12.23,1.3300,4031.72,91.63,3.94
801040,¸ÖÌú,2022-07-04 00:00:00.0,2672.69,2702.44,2671.33,2699.21,22.81,109.2,1.06,2.8400,9.9700,1.2000,12.12,1.0300,3960.1,90,4.01
801040,¸ÖÌú,2022-07-01 00:00:00.0,2619.54,2672.02,2612.35,2670.86,26.9,113.56,1.73,3.3500,9.8700,1.1900,11.90,1.1400,3918.51,89.06,4.05
801040,¸ÖÌú,2022-06-30 00:00:00.0,2620.68,2642.63,2620.68,2625.42,23.31,100.48,-0.06,2.9000,9.7000,1.1700,11.58,0.9200,3850.5,87.51,4.21
801040,¸ÖÌú,2022-06-29 00:00:00.0,2666.61,2676.76,2626.14,2626.94,24.96,110.11,-1.94,3.1100,9.7100,1.1700,11.43,0.8900,3852.73,87.56,3.73
801040,¸ÖÌú,2022-06-28 00:00:00.0,2671.01,2678.84,2651.46,2678.84,30.21,126.64,0.29,3.7500,9.9000,1.1900,11.71,1.1000,3930.57,89.33,3.67
801040,¸ÖÌú,2022-06-27 00:00:00.0,2683.00,2692.60,2665.87,2671.01,31.98,136.53,-0.19,3.9700,9.8700,1.1900,11.64,1.1700,3919.07,89.07,3.68
801040,¸ÖÌú,2022-06-24 00:00:00.0,2630.75,2681.54,2625.86,2676.04,39.49,154.3,1.68,4.9100,9.8900,1.1900,11.57,1.4100,3926.46,89.24,3.67
801040,¸ÖÌú,2022-06-23 00:00:00.0,2602.78,2632.84,2588.24,2631.82,41.43,148.72,1.31,5.1500,9.7300,1.1700,11.43,1.4600,3861.58,87.76,3.71
801040,¸ÖÌú,2022-06-22 00:00:00.0,2604.86,2631.15,2582.45,2597.70,40.22,149.61,-0.19,5.0000,9.6000,1.1500,11.21,1.5900,3811.37,86.62,3.94
801040,¸ÖÌú,2022-06-21 00:00:00.0,2606.19,2637.91,2579.12,2602.61,36.49,146.84,-0.42,4.5300,9.6200,1.1600,11.31,1.4300,3818.58,86.79,3.94
801040,¸ÖÌú,2022-06-20 00:00:00.0,2603.23,2625.51,2598.96,2613.47,19.53,112.39,0.03,2.4300,9.6600,1.1600,11.44,1.0200,3831.18,87.07,3.74
801040,¸ÖÌú,2022-06-17 00:00:00.0,2599.67,2623.89,2584.34,2612.76,21.87,116.08,-0.29,2.7200,9.6500,1.1600,11.44,1.1200,3830.09,87.05,4.45
801040,¸ÖÌú,2022-06-16 00:00:00.0,2639.57,2668.92,2615.82,2620.45,24.23,115.34,-0.86,3.0900,9.8400,1.1900,11.42,1.1200,3712.64,84.38,4.53
801040,¸ÖÌú,2022-06-15 00:00:00.0,2642.25,2684.86,2632.62,2643.14,28.55,143.7,-0.50,3.6500,9.9200,1.2000,11.45,1.1500,3744.79,85.11,4.30
