指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%),
801010,农林牧渔,2023-01-06 00:00:00.0,3263.87,3276.19,3246.82,3254.63,15.15,153.7,-0.61,2.79,96.96,3.05,13.56,1.97,6541.42,66.07,0.47,-0.006137911
801010,农林牧渔,2023-01-05 00:00:00.0,3281.35,3281.35,3245.32,3274.73,16.45,178.63,0.06,3.03,97.56,3.07,13.68,2.26,6580.75,66.47,0.47,0.000568309
801010,农林牧渔,2023-01-04 00:00:00.0,3258.54,3287.16,3241.38,3272.87,15.27,150.96,0.23,2.81,97.5,3.06,13.64,2.06,6577.01,66.43,0.47,0.002321386
801010,农林牧渔,2023-01-03 00:00:00.0,3283.07,3283.07,3226.28,3265.29,15.16,161.35,-0.89,2.79,97.28,3.06,13.58,2.2,6561.77,66.28,0.47,-0.008947514
801010,农林牧渔,2022-12-30 00:00:00.0,3253.4,3296.01,3234.87,3294.77,15.57,148.35,1.53,2.87,98.16,3.09,13.58,2.63,6621.01,66.88,0.47,0.015277996
801010,农林牧渔,2022-12-29 00:00:00.0,3266.05,3266.28,3240.52,3245.19,14.48,138.5,-0.79,2.67,96.68,3.04,13.4,2.41,6521.37,65.87,0.47,-0.007872355
801010,农林牧渔,2022-12-28 00:00:00.0,3311.69,3323.7,3265.95,3270.94,18.94,193.43,-1.73,3.49,97.44,3.06,13.53,3.18,6573.12,66.4,0.47,-0.017319646
801010,农林牧渔,2022-12-27 00:00:00.0,3253.04,3328.59,3252.78,3328.59,23.36,230.5,2.29,4.3,99.16,3.12,13.82,3.71,6688.96,67.57,0.46,0.022894265
801010,农林牧渔,2022-12-26 00:00:00.0,3262.44,3276.29,3237.81,3254.09,19.7,184.74,0.83,3.63,96.82,3.04,13.52,3.19,6531.51,65.97,0.47,0.008269815
801010,农林牧渔,2022-12-23 00:00:00.0,3252.48,3264.55,3212.1,3227.4,17.34,160.02,-1.04,3.2,96.02,3.02,13.36,2.94,6477.94,65.43,0.48,-0.010434073
801010,农林牧渔,2022-12-22 00:00:00.0,3235.47,3303.84,3235.45,3261.43,17.5,188.47,1.21,3.23,97.09,3.04,13.5,3.04,6549.77,66.16,0.47,0.012121513
801010,农林牧渔,2022-12-21 00:00:00.0,3179.92,3257.53,3171.57,3222.37,14.89,157.47,1.28,2.74,95.94,3,13.39,2.93,6472.8,65.38,0.48,0.012763376
801010,农林牧渔,2022-12-20 00:00:00.0,3242.18,3250.6,3175.82,3181.76,14.61,150.81,-2.07,2.69,94.74,2.96,13.28,2.51,6391.23,64.56,0.48,-0.020665456
801010,农林牧渔,2022-12-19 00:00:00.0,3316.37,3316.37,3242.51,3248.9,18.15,189.16,-2.49,3.34,96.74,3.02,13.62,2.66,6526.1,65.92,0.47,-0.024866812
801010,农林牧渔,2022-12-16 00:00:00.0,3316.39,3332.32,3289.81,3331.75,13.63,149.67,-0.05,2.51,99.21,3.1,13.96,2.11,6692.52,67.6,0.46,-0.000471002
801010,农林牧渔,2022-12-15 00:00:00.0,3361.98,3378.11,3323.3,3333.32,16.34,181.59,-0.91,3.01,99.26,3.1,14.03,2.53,6695.68,67.63,0.46,-0.009072964
801010,农林牧渔,2022-12-14 00:00:00.0,3348.35,3365.32,3331.21,3363.84,16.59,186.07,0.16,3.06,100.29,3.13,14.16,2.47,6754.42,68.23,0.46,0.001598942
801010,农林牧渔,2022-12-13 00:00:00.0,3285.06,3372.86,3280.03,3358.47,21.91,240.64,2.49,4.04,100.13,3.13,14.11,3.16,6743.64,68.12,0.46,0.024939345
801010,农林牧渔,2022-12-12 00:00:00.0,3285,3310.85,3263.99,3276.75,14.21,158.8,-0.87,2.62,97.67,3.05,13.75,1.88,6578.11,66.45,0.47,
801010,农林牧渔,2022-12-09 00:00:00.0,3311.98,3311.99,3262.8,3305.43,15.08,173.46,-0.24,2.78,98.46,3.07,13.83,1.87,6632.72,67,0.48,
801010,农林牧渔,2022-12-08 00:00:00.0,3384.39,3384.39,3304.61,3313.47,17.81,208.99,-2.59,3.29,98.69,3.08,13.88,2.57,6647.86,67.15,0.48,
801010,农林牧渔,2022-12-07 00:00:00.0,3368.31,3436.09,3368.31,3401.64,20.27,242.83,0.84,3.74,101.31,3.16,14.18,2.72,6824.77,68.94,0.47,
801010,农林牧渔,2022-12-06 00:00:00.0,3350.19,3406.24,3350.19,3373.45,19.77,234.29,0.55,3.66,100.38,3.14,14.02,2.51,6760.68,68.29,0.47,
801010,农林牧渔,2022-12-05 00:00:00.0,3354.24,3366.78,3332.18,3355.04,18.7,208.61,0.67,3.48,99.74,3.12,13.97,2.11,6714.83,67.83,0.47,
801010,农林牧渔,2022-12-02 00:00:00.0,3294.93,3347.96,3285.71,3332.74,17.77,207.24,1.32,3.31,99.07,3.1,13.87,2.58,6670.18,67.38,0.48,
801010,农林牧渔,2022-12-01 00:00:00.0,3268.88,3299.08,3268.88,3289.32,17.44,195.54,1.26,3.24,97.78,3.06,13.71,1.98,6583.27,66.5,0.48,
801010,农林牧渔,2022-11-30 00:00:00.0,3218.64,3287.61,3218.62,3248.26,16.98,182.36,1.01,3.16,96.56,3.02,13.4,2.1,6501.09,65.67,0.49,
801010,农林牧渔,2022-11-29 00:00:00.0,3180.53,3218.8,3180.53,3215.88,13.01,133.29,1.09,2.42,95.6,2.99,13.34,1.47,6436.27,65.01,0.49,
801010,农林牧渔,2022-11-28 00:00:00.0,3146.82,3183.27,3117.88,3181.3,12.92,131.93,-0.3,2.4,94.58,2.96,13.18,1.87,6367.06,64.31,0.5,
801010,农林牧渔,2022-11-25 00:00:00.0,3171.57,3201.68,3160.39,3190.84,10.33,115.86,0.63,1.92,94.92,2.97,13.2,1.69,6390.16,64.55,0.42,
801010,农林牧渔,2022-11-24 00:00:00.0,3165.77,3199.58,3165.66,3170.9,8.99,98.11,0.13,1.67,94.33,2.95,13.2,1.42,6350.23,64.14,0.42,
801010,农林牧渔,2022-11-23 00:00:00.0,3189.25,3189.26,3144.78,3166.86,10.94,119.75,-0.88,2.04,94,2.95,13.13,1.57,6323.37,63.87,0.42,
801010,农林牧渔,2022-11-22 00:00:00.0,3228.59,3243.03,3185.64,3194.86,11.38,118.5,-1.16,2.13,94.56,2.97,13.24,1.45,6361.23,64.91,0.42,
801010,农林牧渔,2022-11-21 00:00:00.0,3215.93,3232.5,3177.25,3232.42,12.03,128.87,-0.15,2.25,95.67,3.01,13.42,1.64,6436.01,65.67,0.41,
801010,农林牧渔,2022-11-18 00:00:00.0,3287.02,3295.49,3237.28,3237.28,14.64,165.43,-1.52,2.74,95.85,3.01,13.36,1.83,6439.58,65.71,0.41,
801010,农林牧渔,2022-11-17 00:00:00.0,3257.49,3302.39,3239.45,3287.37,15.26,169.87,0.67,2.86,97.33,3.06,13.57,2.02,6539.21,66.73,0.41,
801010,农林牧渔,2022-11-16 00:00:00.0,3281.05,3296.98,3260.26,3265.37,13.4,152.31,-0.49,2.51,96.68,3.04,13.45,1.75,6495.44,66.28,0.41,
801010,农林牧渔,2022-11-15 00:00:00.0,3266.01,3281.29,3255.4,3281.29,15.61,175.67,0.33,2.92,97.15,3.05,13.44,1.8,6527.11,66.6,0.41,
801010,农林牧渔,2022-11-14 00:00:00.0,3281.51,3298.78,3256.44,3270.58,15.96,179.37,-0.02,2.99,96.81,3.04,13.36,1.8,6509.11,66.42,0.41,
801010,农林牧渔,2022-11-11 00:00:00.0,3298.8,3299.34,3257.69,3271.18,17.7,194.82,0.67,3.31,96.83,3.04,13.29,1.72,6510.3,66.43,0.41,
801010,农林牧渔,2022-11-10 00:00:00.0,3207.93,3253.59,3201.29,3249.3,14.54,153.54,0.83,2.72,96.18,3.02,13.25,2,6461.82,65.94,0.41,
801010,农林牧渔,2022-11-09 00:00:00.0,3242.98,3252.83,3217.18,3222.51,13.02,141.74,-1.07,2.44,95.39,3,13.13,1.98,6408.54,65.39,0.42,
801010,农林牧渔,2022-11-08 00:00:00.0,3289.71,3318.82,3234.1,3257.29,14.41,164.63,-0.87,2.7,96.42,3.03,13.22,2.15,6477.7,66.1,0.41,
801010,农林牧渔,2022-11-07 00:00:00.0,3246.34,3292.37,3241.08,3285.81,15.17,165.82,1.25,2.84,97.26,3.05,13.24,1.8,6534.42,66.68,0.41,
801010,农林牧渔,2022-11-04 00:00:00.0,3202.67,3255.69,3202.67,3245.14,15.4,168.71,1.3,2.88,96.06,3.02,13.1,1.7,6453.54,65.85,0.41,
801010,农林牧渔,2022-11-03 00:00:00.0,3184.9,3206.02,3166.97,3203.34,15.08,157.43,-0.1,2.82,94.82,2.98,13.01,1.97,6370.42,65,0.42,
801010,农林牧渔,2022-11-02 00:00:00.0,3184.18,3228.93,3169.9,3206.62,15.98,165.16,0.49,2.99,94.92,2.98,12.87,1.72,6376.95,65.07,0.42,
801010,农林牧渔,2022-11-01 00:00:00.0,3081.55,3190.91,3081.52,3190.91,16.18,174.93,3.47,3.03,94.43,2.97,12.76,1.95,6343.95,64.73,0.42,
801010,农林牧渔,2022-10-31 00:00:00.0,3025.43,3115.42,3025.43,3083.89,14.8,154.78,0.82,2.78,106.6,2.87,12.28,1.94,6127.02,62.52,0.44,
801010,农林牧渔,2022-10-28 00:00:00.0,3166.54,3166.65,3050.93,3058.86,17.4,176.03,-4.42,3.26,105.73,2.89,12.09,2.12,6077.3,62.01,0.44,
801010,农林牧渔,2022-10-27 00:00:00.0,3175.63,3224.73,3141.45,3200.28,14.97,174.07,0.24,2.81,110.65,3.03,12.73,2.06,6356.96,64.87,0.42,
801010,农林牧渔,2022-10-26 00:00:00.0,3279.2,3310.41,3159.61,3192.75,17.14,208.1,-2.49,3.22,110.39,3.02,12.68,2.5,6342.01,64.71,0.42,
801010,农林牧渔,2022-10-25 00:00:00.0,3317.17,3329.04,3236.98,3274.25,13.89,155.49,-1.24,2.61,113.08,3.18,12.67,2.12,6496.05,66.97,0.41,
801010,农林牧渔,2022-10-24 00:00:00.0,3399.91,3409.31,3302.41,3315.52,15.51,166.87,-2.53,2.91,114.49,3.29,12.86,2.06,6577.58,67.81,0.41,
801010,农林牧渔,2022-10-21 00:00:00.0,3398.59,3427.35,3385.51,3401.43,9.84,113.22,-0.03,1.85,117.46,3.38,13.16,1.75,6748.01,69.57,0.4,
801010,农林牧渔,2022-10-20 00:00:00.0,3423.69,3452.01,3398.03,3402.5,10.83,121.17,-0.87,2.03,117.5,3.39,13.16,1.68,6750.12,69.59,0.4,
801010,农林牧渔,2022-10-19 00:00:00.0,3534.66,3567.5,3432.34,3432.34,12.59,153.99,-3.27,2.36,118.53,3.42,13.32,2.21,6808.34,70.19,0.39,
801010,农林牧渔,2022-10-18 00:00:00.0,3548.64,3600.52,3528.07,3548.2,13.09,151.85,0.02,2.46,122.53,3.54,13.77,2.09,7038.16,72.56,0.38,
801010,农林牧渔,2022-10-17 00:00:00.0,3505.1,3559.55,3483.47,3547.54,15.37,161.91,0.62,2.89,122.51,3.54,13.77,2.21,7036.86,72.54,0.38,
801010,农林牧渔,2022-10-14 00:00:00.0,3532.04,3550.89,3518.08,3525.73,17.16,179.67,-0.14,3.22,121.76,3.52,13.68,2.28,6993.59,72.1,0.38,
801010,农林牧渔,2022-10-13 00:00:00.0,3452.99,3580.4,3445.25,3530.54,18.71,201.59,1.46,3.51,121.92,3.53,13.69,3.01,7003.13,72.2,0.38,
801010,农林牧渔,2022-10-12 00:00:00.0,3415.87,3479.6,3387.95,3479.6,15.36,169.64,1.96,2.88,120.16,3.48,13.44,2.6,6902.09,71.16,0.39,
801010,农林牧渔,2022-10-11 00:00:00.0,3399.53,3423.79,3368.49,3412.57,11.87,134.29,0.37,2.23,117.85,3.41,13.1,2.59,6768.46,69.78,0.39,
801010,农林牧渔,2022-10-10 00:00:00.0,3375.25,3445.26,3370.26,3399.91,14.59,182.25,3.35,2.74,117.38,3.4,13.07,3.16,6741.94,69.5,0.4,
801010,农林牧渔,2022-09-30 00:00:00.0,3294,3320.2,3268.33,3289.68,7.96,86.41,-0.13,1.5,113.65,3.29,12.78,1.66,6522.25,67.24,0.41,
801010,农林牧渔,2022-09-29 00:00:00.0,3326.65,3355.15,3273.51,3294.05,10.29,104.46,0.02,1.93,113.9,3.29,12.86,1.81,6536.06,67.38,0.41,
801010,农林牧渔,2022-09-28 00:00:00.0,3319.79,3361.91,3293.41,3293.41,11.01,118.91,-1.19,2.07,113.88,3.29,12.87,1.98,6534.8,67.37,0.41,
801010,农林牧渔,2022-09-27 00:00:00.0,3260.4,3333.41,3244.72,3332.99,12.19,126.98,2.58,2.29,115.25,3.33,13.13,2.06,6613.34,68.18,0.4,
801010,农林牧渔,2022-09-26 00:00:00.0,3326.91,3339.87,3247.94,3249.31,13.03,131.01,-3.14,2.45,112.36,3.25,12.73,2.12,6447.3,66.47,0.41,
801010,农林牧渔,2022-09-23 00:00:00.0,3395.59,3395.59,3303.16,3354.58,13.05,137.08,-1.44,2.45,115.81,3.35,13.09,2.22,6654.22,68.6,0.4,
801010,农林牧渔,2022-09-22 00:00:00.0,3404.44,3437.33,3397.22,3403.52,12.02,119.13,-0.57,2.26,117.5,3.4,13.41,2.01,6751.3,69.6,0.4,
801010,农林牧渔,2022-09-21 00:00:00.0,3469.25,3469.28,3415.07,3423.01,11.33,127.13,-1.58,2.13,118.08,3.42,13.42,2.15,6785.09,69.95,0.4,
801010,农林牧渔,2022-09-20 00:00:00.0,3510.98,3521.38,3465.62,3478.1,9.79,114.46,-0.62,1.84,119.95,3.47,13.55,1.89,6892.19,71.05,0.39,
801010,农林牧渔,2022-09-19 00:00:00.0,3483.54,3547.74,3479.58,3499.91,11.22,134.43,0.58,2.11,120.71,3.5,13.58,2.19,6935.41,71.5,0.39,
801010,农林牧渔,2022-09-16 00:00:00.0,3538.66,3568.02,3479.9,3479.9,12.68,139.77,-1.72,2.39,119.85,3.47,13.5,1.87,6886.6,71.74,0.39,
801010,农林牧渔,2022-09-15 00:00:00.0,3620.18,3620.99,3511.28,3540.81,14.87,158.6,-2.14,2.8,121.95,3.53,13.73,1.85,7007.12,72.99,0.38,
801010,农林牧渔,2022-09-14 00:00:00.0,3625.54,3643.94,3602.47,3618.07,13.26,142.12,-1.46,2.5,124.61,3.61,14.06,2.11,7160.02,74.58,0.37,
801010,农林牧渔,2022-09-13 00:00:00.0,3613.8,3688.96,3598.52,3671.54,18.29,203.6,2.49,3.45,126.45,3.66,14.26,2.82,7265.86,75.69,0.37,
801010,农林牧渔,2022-09-09 00:00:00.0,3609.54,3609.54,3548.83,3582.43,12.33,133.61,-0.42,2.32,123.38,3.57,13.88,1.84,7089.28,73.85,0.38,
801010,农林牧渔,2022-09-08 00:00:00.0,3664.45,3696.41,3592.43,3597.5,16.32,179.52,-1.91,3.08,124.14,3.59,13.93,2.43,7116.21,74.13,0.38,
801010,农林牧渔,2022-09-07 00:00:00.0,3686.24,3691.17,3652.3,3667.55,15.78,181.45,-1,2.97,126.56,3.66,14.23,2.24,7254.78,75.57,0.37,
801010,农林牧渔,2022-09-06 00:00:00.0,3701.75,3719.35,3681.55,3704.57,15.54,172.97,0.02,2.93,127.84,3.7,14.35,2.13,7328.01,76.33,0.37,
801010,农林牧渔,2022-09-05 00:00:00.0,3718.07,3729.67,3651.65,3703.88,15.21,178.73,-0.03,2.87,127.84,3.7,14.29,2.51,7327.34,76.33,0.37,
801010,农林牧渔,2022-09-02 00:00:00.0,3684.07,3717.38,3669.49,3704.95,16.31,176.4,0.67,3.08,127.88,3.7,14.38,2.56,7329.46,76.35,0.37,
801010,农林牧渔,2022-09-01 00:00:00.0,3671.01,3728.11,3663.93,3680.28,18.21,194.08,0.26,3.43,127.02,3.67,14.27,2.63,7280.65,75.84,0.37,
801010,农林牧渔,2022-08-31 00:00:00.0,3731.68,3776.05,3670.63,3670.63,21.3,230.36,-2.19,4.02,128.72,3.66,14.18,2.46,7261.57,75.64,0.37,
801010,农林牧渔,2022-08-30 00:00:00.0,3736.75,3776.55,3697.06,3752.68,20.59,224.59,-0.04,3.88,131.61,3.68,14.51,2.87,7423.96,77.33,0.36,
801010,农林牧渔,2022-08-29 00:00:00.0,3745.25,3807.73,3731.41,3754.18,22.27,245.87,-0.11,4.2,131.66,3.69,14.44,3.13,7426.91,77.36,0.36,
801010,农林牧渔,2022-08-26 00:00:00.0,3738.24,3772.72,3712.43,3758.37,22.09,244.59,0.44,4.16,131.81,3.71,14.42,2.82,7435.2,77.45,0.36,
801010,农林牧渔,2022-08-25 00:00:00.0,3723.12,3764.96,3716.38,3741.99,23.21,252.99,0.93,4.38,131.23,3.69,14.37,2.74,7402.8,77.11,0.36,
801010,农林牧渔,2022-08-24 00:00:00.0,3733.8,3789.41,3699.95,3707.37,28.72,308.57,-0.56,5.41,130.02,3.66,14.28,2.94,7334.32,76.4,0.37,
801010,农林牧渔,2022-08-23 00:00:00.0,3689.45,3752.82,3675.55,3728.38,19.41,214.68,0.91,3.66,130.76,3.67,14.42,2.3,7375.89,76.83,0.36,
801010,农林牧渔,2022-08-22 00:00:00.0,3648.83,3710.66,3648.83,3694.61,19.21,223.16,1.35,3.62,129.57,3.64,14.28,2.35,7309.08,76.14,0.37,
801010,农林牧渔,2022-08-19 00:00:00.0,3532.15,3681.39,3532.15,3645.46,17.88,222.59,3.06,3.37,127.85,3.59,14.02,2.16,7211.85,75.12,0.37,
801010,农林牧渔,2022-08-18 00:00:00.0,3586.22,3586.22,3535.56,3537.2,13.58,153.34,-1.77,2.56,124.05,3.5,13.8,1.58,6997.67,72.89,0.38,
801010,农林牧渔,2022-08-17 00:00:00.0,3592.41,3606.78,3571.19,3600.89,18.03,188,0.44,3.4,126.28,3.56,13.99,1.88,7123.67,74.2,0.38,
801010,农林牧渔,2022-08-16 00:00:00.0,3503.37,3585.09,3499.74,3585.09,17.74,187.4,2.28,3.34,125.72,3.55,13.9,1.97,7092.4,73.88,0.38,
801010,农林牧渔,2022-08-15 00:00:00.0,3507.43,3524.45,3479.79,3505.07,14.74,152.23,0.16,2.78,123.15,3.47,13.62,1.67,6924.51,72.13,0.39,
801010,农林牧渔,2022-08-12 00:00:00.0,3504.41,3504.41,3484.2,3499.63,11.41,111.98,-0.25,2.15,122.96,3.46,13.58,1.22,6913.76,72.02,0.39,
801010,农林牧渔,2022-08-11 00:00:00.0,3488.79,3508.35,3470.54,3508.35,12.39,122.58,1.02,2.34,123.27,3.47,13.57,1.24,6931,72.2,0.39,
801010,农林牧渔,2022-08-10 00:00:00.0,3495.41,3504.59,3451.79,3473.1,13.05,124.31,-0.63,2.46,122.03,3.44,13.41,1.41,6860.95,71.47,0.39,
801010,农林牧渔,2022-08-09 00:00:00.0,3554.79,3554.79,3478.07,3495.24,14.42,160.41,-1.84,2.72,122.81,3.46,13.48,1.84,6904.65,71.92,0.39,
801010,农林牧渔,2022-08-08 00:00:00.0,3570.93,3623.1,3554.24,3560.91,12.45,131.61,-0.2,2.35,125.2,3.52,13.64,1.53,7039.3,73.33,0.38,
801010,农林牧渔,2022-08-05 00:00:00.0,3566,3570.25,3515.86,3568.03,13.18,138.21,0.72,2.49,125.46,3.53,13.57,1.54,7053.37,73.47,0.38,
801010,农林牧渔,2022-08-04 00:00:00.0,3504.99,3549.78,3501.39,3542.6,14.46,137.93,1.09,2.75,122.5,3.48,13.45,1.66,6887.08,71.74,0.38,
801010,农林牧渔,2022-08-03 00:00:00.0,3571.73,3591.61,3496.93,3504.38,19.26,183.29,-2.06,3.67,121.17,3.45,13.23,1.78,6812.32,70.96,0.39,
801010,农林牧渔,2022-08-02 00:00:00.0,3589.02,3613.84,3551.25,3578.15,22.77,229.68,-1.36,4.34,123.68,3.52,13.42,2.08,6953.65,72.43,0.38,
801010,农林牧渔,2022-08-01 00:00:00.0,3648.94,3648.94,3598.76,3627.49,13,146.74,-0.66,2.48,125.38,3.57,13.68,1.58,7049.53,73.43,0.37,
801010,农林牧渔,2022-07-29 00:00:00.0,3584,3673.37,3580,3651.63,15.73,198.06,1.94,2.98,126.64,3.59,13.69,2.09,7106.63,73.26,0.37,
801010,农林牧渔,2022-07-28 00:00:00.0,3622.73,3653.17,3578.09,3582.25,13.89,159.78,-0.37,2.63,124.23,3.52,13.55,1.7,6971.6,71.87,0.38,
801010,农林牧渔,2022-07-27 00:00:00.0,3581.5,3599.78,3561.39,3595.41,10.85,120.35,0.22,2.05,124.7,3.54,13.57,1.49,6997.21,72.14,0.38,
801010,农林牧渔,2022-07-26 00:00:00.0,3576.91,3600.29,3557.09,3587.42,10.32,113.72,0.64,1.95,124.42,3.53,13.52,1.45,6981.65,71.98,0.38,
801010,农林牧渔,2022-07-25 00:00:00.0,3592.55,3593.78,3555.27,3564.7,11.8,126.22,-1.02,2.23,123.63,3.51,13.41,1.56,6937.44,71.52,0.38,
801010,农林牧渔,2022-07-22 00:00:00.0,3633.66,3642,3572.83,3601.57,14.49,151.21,-1.28,2.74,124.91,3.54,13.55,1.71,7008.9,72.26,0.38,
801010,农林牧渔,2022-07-21 00:00:00.0,3646.34,3696.75,3627.19,3648.16,13.78,156.4,-0.12,2.61,126.52,3.59,13.68,1.64,7099.46,73.19,0.37,
801010,农林牧渔,2022-07-20 00:00:00.0,3690.13,3702.46,3625.92,3652.7,13.52,175.83,-0.89,2.56,126.69,3.59,13.73,1.95,7108.13,73.28,0.38,
801010,农林牧渔,2022-07-19 00:00:00.0,3675.96,3697.16,3628.32,3685.35,14.09,163.85,0.2,2.67,127.77,3.63,13.8,1.74,7173.55,73.95,0.38,
801010,农林牧渔,2022-07-18 00:00:00.0,3639.03,3684.76,3607.71,3677.84,16.48,184.27,0.49,3.13,127.34,3.61,13.72,1.92,7148.98,73.7,0.38,
801010,农林牧渔,2022-07-15 00:00:00.0,3721.89,3749.84,3659.99,3659.99,18.59,199.6,-2.37,3.53,126.73,3.6,13.56,1.94,7114.28,73.34,0.38,
801010,农林牧渔,2022-07-14 00:00:00.0,3762.24,3787.61,3722.37,3749,15.13,174.42,-0.7,2.87,129.58,3.69,13.9,1.8,7274.31,74.99,0.37,
801010,农林牧渔,2022-07-13 00:00:00.0,3770.09,3802.89,3708.63,3775.41,18.11,208.49,0.35,3.44,130.49,3.71,13.97,2.34,7325.56,75.52,0.37,
801010,农林牧渔,2022-07-12 00:00:00.0,3862.95,3877.89,3762.07,3762.07,18.34,232.61,-2.61,3.48,130.03,3.7,13.91,2.53,7299.67,75.25,0.35,
801010,农林牧渔,2022-07-11 00:00:00.0,3796.03,3898.09,3796.03,3862.85,20.67,285.41,1.79,3.93,133.51,3.8,14.3,3,7495.21,77.27,0.33,
801010,农林牧渔,2022-07-08 00:00:00.0,3783.47,3824.18,3750.85,3795.09,18.4,230.08,0.56,3.5,131.17,3.73,14.1,2.38,7363.74,75.91,0.5,
801010,农林牧渔,2022-07-07 00:00:00.0,3728.05,3814.25,3708.28,3773.85,20.67,251.98,1.7,3.93,130.43,3.71,14.03,2.54,7322.51,75.49,0.5,
801010,农林牧渔,2022-07-06 00:00:00.0,3741.51,3797.73,3689.41,3710.63,21.2,253.34,-2.46,4.03,128.25,3.65,13.88,2.47,7199.84,74.23,0.49,
801010,农林牧渔,2022-07-05 00:00:00.0,3807.67,3821.31,3728.2,3804.16,28.87,360.3,0.19,5.48,131.47,3.74,14.17,3.22,7380.93,76.09,0.48,
801010,农林牧渔,2022-07-04 00:00:00.0,3617.18,3798.16,3617.18,3796.89,28.94,357.56,6.68,5.5,131.22,3.73,14.33,3.36,7366.82,75.95,0.48,
801010,农林牧渔,2022-07-01 00:00:00.0,3539.88,3595.57,3524.17,3559.11,18.48,199.71,0.94,3.51,122.99,3.5,13.73,2.01,6905.46,71.19,0.52,
801010,农林牧渔,2022-06-30 00:00:00.0,3525.81,3542.23,3487.88,3525.97,19.36,208.74,0.37,3.68,121.84,3.47,13.59,1.91,6841.17,70.53,0.53,
801010,农林牧渔,2022-06-29 00:00:00.0,3635.26,3649.95,3512.04,3513.05,24.42,283.74,-3.97,4.64,121.4,3.45,13.47,2.28,6816.1,70.27,0.53,
801010,农林牧渔,2022-06-28 00:00:00.0,3686.3,3725.02,3640.68,3658.22,20.91,248.71,-0.5,4,125.91,3.61,13.86,2.15,7065.21,72.84,0.53,
801010,农林牧渔,2022-06-27 00:00:00.0,3622.72,3686.66,3622.71,3676.51,20.12,251.8,2.42,3.85,126.56,3.63,13.93,2.16,7100.3,73.2,0.51,
801010,农林牧渔,2022-06-24 00:00:00.0,3585.73,3603.46,3568.04,3589.57,18.01,202.02,-0.06,3.45,123.56,3.54,13.71,1.85,6932.39,71.47,0.52,
801010,农林牧渔,2022-06-23 00:00:00.0,3579.37,3601.25,3532.77,3591.76,17.23,186.64,0.19,3.3,123.65,3.54,13.66,1.84,6935.8,71.5,0.51,
801010,农林牧渔,2022-06-22 00:00:00.0,3547.25,3629.67,3512.12,3584.86,21.32,243.79,1.11,4.08,123.4,3.53,13.62,2.59,6921.31,71.35,0.53,
801010,农林牧渔,2022-06-21 00:00:00.0,3567.78,3584.89,3520.48,3545.49,22.01,231.22,-0.67,4.22,122.29,3.49,13.63,2.26,6842.34,70.54,0.53,
801010,农林牧渔,2022-06-20 00:00:00.0,3529.02,3579.55,3515.19,3569.56,20.82,229.78,1.33,3.99,123.1,3.51,13.81,2.08,6887.86,71.01,0.53,
801010,农林牧渔,2022-06-17 00:00:00.0,3517.11,3546.26,3472.54,3522.72,23.32,245.51,-0.47,4.47,121.48,3.47,13.63,2.37,6797.49,70.08,0.55,
801010,农林牧渔,2022-06-16 00:00:00.0,3473.76,3578.54,3473.76,3539.2,28.66,307.4,2.06,5.49,122.05,3.48,13.68,2.99,6829.29,70.41,0.54,
801010,农林牧渔,2022-06-15 00:00:00.0,3482.8,3511.7,3467.76,3467.76,24.62,266.66,-0.31,4.72,119.59,3.41,13.39,2.14,6691.44,68.98,0.56,
801010,农林牧渔,2022-06-14 00:00:00.0,3408.38,3497.85,3408.38,3478.72,26.92,293.49,1.36,5.16,119.96,3.43,13.41,2.81,6712.58,69.2,0.55,
801010,农林牧渔,2022-06-13 00:00:00.0,3357.11,3460.1,3357.11,3432.17,25.53,283.9,1.88,4.89,118.36,3.38,13.3,2.74,6622.75,68.28,0.55,
801010,农林牧渔,2022-06-10 00:00:00.0,3351.07,3373.07,3329.88,3368.92,23.18,234.65,-0.19,4.44,116.18,3.32,13.12,2.38,6500.71,67.02,0.55,
801010,农林牧渔,2022-06-09 00:00:00.0,3354.67,3407.53,3342.21,3375.3,25.68,279.22,1,4.92,116.34,3.32,13.1,3.03,6509.55,67.11,0.7,
801010,农林牧渔,2022-06-08 00:00:00.0,3315.71,3363.48,3301.51,3342.04,22.78,230.71,0.47,4.37,115.19,3.29,13.11,2.24,6445.42,66.45,0.63,
801010,农林牧渔,2022-06-07 00:00:00.0,3323.99,3363.82,3304.11,3326.43,25.7,274.65,0.09,4.93,114.65,3.28,13.11,2.83,6415.32,66.14,0.63,
801010,农林牧渔,2022-06-06 00:00:00.0,3320.36,3323.51,3285.45,3323.51,24.6,264.26,-0.3,4.71,113.56,3.27,13.24,2.59,6422.49,66.21,0.62,
801010,农林牧渔,2022-06-02 00:00:00.0,3331.63,3346.47,3300.2,3333.61,25.5,259.09,-0.51,4.88,113.9,3.28,13.16,3.15,6442.03,66.41,1,
801010,农林牧渔,2022-06-01 00:00:00.0,3371.3,3379.18,3330.46,3350.72,27.94,289.64,-1.09,5.35,114.43,3.29,13.25,3.48,6472.1,66.72,1,
801010,农林牧渔,2022-05-31 00:00:00.0,3280.04,3389.22,3275.48,3387.55,32.49,360.5,2.87,6.23,115.64,3.33,13.49,4.07,6540.52,67.43,0.98,
