指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801890,机械设备,2023-01-06 00:00:00.0,1431.65,1446.27,1431.65,1440.18,31.33,366.44,0.34,2.3600,30.4500,2.3300,17.27,4.7000,13538.76,34.1,1.21
801890,机械设备,2023-01-05 00:00:00.0,1427.12,1436.19,1426.21,1435.31,33.4,358.16,0.70,2.5200,30.3500,2.3200,17.15,4.5400,13492.21,33.99,1.22
801890,机械设备,2023-01-04 00:00:00.0,1427.66,1431.63,1417.54,1425.35,32.48,339.51,-0.06,2.4500,30.1400,2.3100,16.98,4.6400,13398.6,33.75,1.23
801890,机械设备,2023-01-03 00:00:00.0,1398.06,1428.27,1395.56,1426.24,29.59,310.9,1.97,2.2300,30.1600,2.3100,16.87,4.2300,13394.57,33.82,1.23
801890,机械设备,2022-12-30 00:00:00.0,1397.49,1405.57,1396.14,1398.74,21.16,222.57,0.34,1.5900,29.6000,2.2700,16.39,3.9400,13134.88,33.17,1.25
801890,机械设备,2022-12-29 00:00:00.0,1392.95,1402.62,1391.93,1394.02,22.26,226.6,-0.10,1.6800,29.5000,2.2600,16.34,3.9400,13091.32,33.06,1.25
801890,机械设备,2022-12-28 00:00:00.0,1409.96,1410.04,1393.67,1395.47,22.94,231.07,-1.21,1.7300,29.5300,2.2600,16.37,3.8000,13103.72,33.09,1.25
801890,机械设备,2022-12-27 00:00:00.0,1410.62,1413.21,1400.43,1412.63,23.85,254.15,0.51,1.8000,29.9000,2.2900,16.59,4.1000,13260.21,33.49,1.24
801890,机械设备,2022-12-26 00:00:00.0,1372.36,1406.03,1372.28,1405.47,25.2,253.89,2.47,1.9000,29.7400,2.2800,16.50,4.3900,13191.94,33.31,1.25
801890,机械设备,2022-12-23 00:00:00.0,1377.61,1381.27,1362.04,1371.55,23.76,230.99,-0.85,1.7900,29.0200,2.2200,15.97,4.2400,12872.47,32.51,1.28
801890,机械设备,2022-12-22 00:00:00.0,1407.48,1407.48,1380.10,1383.25,27.98,261.69,-1.24,2.1300,29.1700,2.2300,16.15,4.2200,12938.6,32.76,1.27
801890,机械设备,2022-12-21 00:00:00.0,1415.52,1415.74,1395.27,1400.68,28.88,265.11,-1.13,2.1900,29.5700,2.2600,16.41,4.9300,13117.6,33.21,1.25
801890,机械设备,2022-12-20 00:00:00.0,1416.93,1426.57,1412.18,1416.73,28.34,285.6,-0.28,2.1700,29.8400,2.2900,16.72,4.7500,13241.24,33.61,1.24
801890,机械设备,2022-12-19 00:00:00.0,1440.88,1445.19,1415.78,1420.70,28.9,292.12,-1.59,2.2000,29.9700,2.3000,16.61,4.1100,13295.92,33.66,1.24
801890,机械设备,2022-12-16 00:00:00.0,1454.26,1460.34,1436.50,1443.72,29.65,312.9,-1.28,2.2500,30.4300,2.3300,16.78,4.4100,13500.15,34.26,1.22
801890,机械设备,2022-12-15 00:00:00.0,1452.58,1463.51,1451.71,1462.44,30.59,309.75,0.60,2.3300,30.8100,2.3600,17.17,4.3200,13674.79,34.71,1.20
